Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6148  2.7288    -9.0006 -0.4878
      1  -6.9112  1.4648    -8.3966 -4.8871
      2  -5.7712  0.8885    -7.0672 -4.7784
      3  -5.0919  0.6443    -5.8102 -4.5857
      4  -4.7997  0.6147    -5.4041 -4.3481
      5  -5.0099  0.4679    -5.5005 -4.8190
      6  -4.6478  1.2780    -6.6981 -2.1297
      7  -4.7697  0.9712    -6.0074 -3.6057
      8  -4.8466  0.7815    -5.7938 -4.2980
      9  -4.7895  0.6233    -5.4567 -4.3882
     10  -4.7231  0.5425    -5.2489 -4.3657
     11  -4.7665  0.4266    -5.2459 -4.5429
     12  -4.7575  0.3310    -5.2208 -4.5577
     13  -4.7785  0.2617    -5.2218 -4.6654
     14  -4.7739  0.2106    -5.2097 -4.6755
     15  -4.7707  0.1771    -5.2009 -4.6830
     16  -4.8516  0.2204    -5.2490 -4.7497
     17  -4.8477  0.1911    -5.2448 -4.7504
     18  -4.8616  0.1699    -5.2465 -4.7582
     19  -4.8719  0.1570    -5.2479 -4.7632

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1016  0.0587     0.0067  0.1898
      2   0.1008  0.0590     0.0060  0.1897
      3   0.1001  0.0593     0.0051  0.1896
      4   0.0989  0.0595     0.0045  0.1893
      5   0.1021  0.0588     0.0063  0.1900
      6   0.0218  0.0224     0.0000  0.0634
      7   0.0255  0.0230     0.0000  0.0677
      8   0.0295  0.0239     0.0001  0.0729
      9   0.0335  0.0246     0.0006  0.0776
     10   0.0370  0.0262     0.0016  0.0841
     11   0.0411  0.0267     0.0037  0.0886
     12   0.0431  0.0264     0.0064  0.0901
     13   0.0461  0.0266     0.0086  0.0934
     14   0.0472  0.0263     0.0101  0.0941
     15   0.0481  0.0261     0.0115  0.0947
     16   0.0381  0.0189     0.0090  0.0699
     17   0.0390  0.0188     0.0101  0.0707
     18   0.0406  0.0188     0.0118  0.0725
     19   0.0420  0.0188     0.0136  0.0739

