Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.6537  2.1962    -7.1822 -0.3861
      1  -1.8074  1.2386    -3.6101 -0.1973
      2  -0.9001  0.8793    -1.8382 -0.1038
      3  -1.2774  0.7191    -1.9589 -0.8142
      4  -1.0054  0.6732    -1.5069 -0.6937
      5  -1.1540  0.6547    -1.5789 -0.9288
      6  -1.1347  0.4966    -1.5577 -1.0549
      7  -1.1220  0.3806    -1.5441 -1.0670
      8  -1.1145  0.2988    -1.5350 -1.0703
      9  -1.7370  1.0198    -3.3043 -1.1419
     10  -1.5482  0.7854    -2.3392 -1.1251
     11  -1.4270  0.7058    -2.0078 -1.0964
     12  -1.3471  0.5845    -1.8142 -1.0866
     13  -1.3817  0.5069    -1.8233 -1.1413
     14  -1.3513  0.3807    -1.7928 -1.1412
     15  -1.3333  0.2920    -1.7694 -1.1411
     16  -1.3030  0.2435    -1.6672 -1.1273
     17  -1.3248  0.1990    -1.6894 -1.1967
     18  -1.2820  0.6024    -1.7423 -1.0617
     19  -1.2782  0.4804    -1.7276 -1.0772

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0590     0.0059  0.1897
      1   0.1011  0.0591     0.0057  0.1898
      2   0.1017  0.0588     0.0064  0.1898
      3   0.1021  0.0589     0.0065  0.1900
      4   0.1026  0.0587     0.0072  0.1900
      5   0.1032  0.0586     0.0070  0.1901
      6   0.1084  0.0565     0.0127  0.1908
      7   0.1119  0.0549     0.0176  0.1912
      8   0.1143  0.0537     0.0215  0.1914
      9   0.0243  0.0176     0.0002  0.0546
     10   0.0281  0.0180     0.0013  0.0588
     11   0.0306  0.0185     0.0022  0.0616
     12   0.0333  0.0189     0.0041  0.0653
     13   0.0356  0.0198     0.0055  0.0690
     14   0.0369  0.0195     0.0078  0.0701
     15   0.0381  0.0193     0.0090  0.0710
     16   0.0403  0.0199     0.0102  0.0743
     17   0.0429  0.0204     0.0121  0.0777
     18   0.0219  0.0106     0.0023  0.0379
     19   0.0231  0.0105     0.0036  0.0390

