Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.7801  2.6365    -9.0175 -0.7961
      1  -2.4669  1.3742    -4.5970 -0.5520
      2  -3.5863  0.8082    -4.7047 -2.6876
      3  -4.1203  0.6145    -4.8229 -3.6926
      4  -3.8366  0.4888    -4.3773 -3.5280
      5  -3.9853  0.4587    -4.4517 -3.7703
      6  -4.7527  1.8397    -8.5123 -1.4143
      7  -4.7692  1.5971    -8.2459 -2.2376
      8  -4.7778  1.4039    -7.9589 -3.1729
      9  -4.4894  1.0267    -6.2380 -3.3768
     10  -4.3591  0.8240    -5.5054 -3.4609
     11  -4.4524  0.7012    -5.4894 -3.7771
     12  -4.3338  0.5953    -5.1716 -3.7467
     13  -4.1243  0.7447    -5.0520 -3.3982
     14  -4.1662  0.6156    -4.9978 -3.5986
     15  -4.3826  0.8038    -5.4400 -3.6785
     16  -4.3736  0.6585    -5.3099 -3.7363
     17  -4.3134  0.5597    -5.1448 -3.7349
     18  -4.1180  0.7817    -5.0943 -3.3558
     19  -4.1047  0.6458    -4.9912 -3.4347

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1024  0.0585     0.0076  0.1899
      1   0.1027  0.0585     0.0076  0.1900
      2   0.1019  0.0588     0.0067  0.1899
      3   0.1019  0.0589     0.0063  0.1899
      4   0.1022  0.0583     0.0078  0.1898
      5   0.1022  0.0576     0.0083  0.1895
      6   0.0080  0.0085     0.0000  0.0212
      7   0.0097  0.0085     0.0000  0.0231
      8   0.0108  0.0083     0.0000  0.0241
      9   0.0125  0.0087     0.0001  0.0261
     10   0.0139  0.0089     0.0001  0.0273
     11   0.0152  0.0092     0.0004  0.0294
     12   0.0165  0.0096     0.0007  0.0317
     13   0.0130  0.0077     0.0001  0.0246
     14   0.0140  0.0078     0.0005  0.0256
     15   0.0106  0.0059     0.0001  0.0187
     16   0.0109  0.0056     0.0003  0.0188
     17   0.0116  0.0058     0.0005  0.0195
     18   0.0087  0.0042     0.0001  0.0134
     19   0.0089  0.0040     0.0003  0.0134

