trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  155  90.00  0.00 800.00 21.50  0
  1  615 350.00  0.00 800.00  2.00  0
  2  758 430.00  0.00 800.00  1.00  0
  3  776 440.00  0.00 800.00  1.00  0
  4  776 450.00  0.00 800.00  0.71  0
  5  944 530.00  0.00 800.00 10.80  0
  6  705 400.00  0.00 800.00  2.00  0
  7  866 490.00  0.00 800.00  1.00  1
  8 1414 790.00  0.00 800.00 17.20  0
  9 1415 790.00  0.00 800.00 21.50  0
 10 1415 780.00  0.00 800.00 17.20  0
 11 1416 790.00  0.00 800.00 26.00  0
 12  813 460.00  0.00 800.00  2.00  0
 13  813 480.00  0.00 800.00  3.00  0
 14  956 540.00  0.00 800.00  1.00  0
 15  920 520.00  0.00 800.00  1.00  0
 16  884 500.00  0.00 800.00  1.00  0
 17  848 480.00  0.00 800.00  1.00  0
 18  866 490.00  0.00 800.00  1.00  0
 19  830 470.00  0.00 800.00  1.00  0
