trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  270 160.00  0.00 800.00  0.43  1
  1  698 390.00  0.00 800.00 104.00  0
  2  745 420.00  0.00 800.00  8.60  0
  3  742 420.00  0.00 800.00  3.00  1
  4  654 370.00  0.00 800.00  6.44  1
  5  744 420.00  0.00 800.00  6.44  0
  6  654 370.00  0.00 800.00  8.60  0
  7  654 380.00  0.00 800.00  8.60  0
  8  654 360.00  0.00 800.00  4.30  1
  9  654 390.00  0.00 800.00  4.30  1
 10  654 360.00  0.00 800.00  4.30  0
 11  544 310.00  0.00 800.00  3.00  1
 12  708 400.00  0.00 800.00  6.44  0
 13  653 370.00  0.00 800.00  4.30  1
 14  708 390.00  0.00 800.00  8.60  0
 15  653 360.00  0.00 800.00  6.44  1
 16  690 390.00  0.00 800.00  6.44  1
 17  654 370.00  0.00 800.00  6.44  1
 18  600 340.00  0.00 800.00  6.44  1
 19  582 330.00  0.00 800.00  6.44  1
