Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.3414  1.3872    -6.6390 -5.8108
      1  -6.3226  1.0476    -7.4456 -5.2601
      2  -5.8743  0.9988    -6.7036 -4.3310
      3  -5.6804  1.0026    -6.3261 -3.7983
      4  -5.4279  1.1522    -6.1924 -2.6053
      5  -4.2614  1.8322    -6.0649 -0.6725
      6  -2.8525  1.8262    -5.7754 -0.3085
      7  -1.8731  1.6534    -5.1786 -0.1717
      8  -1.3215  1.5421    -4.5626 -0.1077
      9  -0.9873  1.3763    -3.3799 -0.0804
     10  -0.8527  1.0951    -2.3829 -0.0781
     11  -0.6518  0.9354    -1.8072 -0.0638
     12  -0.5003  0.8234    -1.4590 -0.0523
     13  -0.3968  0.7011    -1.2195 -0.0459
     14  -0.3245  0.5848    -1.0396 -0.0420
     15  -0.2493  0.5773    -0.9032 -0.0353
     16  -0.2076  0.4675    -0.7886 -0.0337
     17  -0.1639  0.4177    -0.7207 -0.0310
     18  -0.1403  0.3382    -0.6736 -0.0301
     19  -0.1167  0.2881    -0.5957 -0.0289

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0986  0.0604     0.0015  0.1895
      1   0.0961  0.0615     0.0002  0.1893
      2   0.0954  0.0618     0.0002  0.1892
      3   0.0975  0.0619     0.0012  0.1898
      4   0.0919  0.0634     0.0010  0.1890
      5   0.0245  0.0288     0.0001  0.0826
      6   0.0086  0.0054     0.0000  0.0158
      7   0.0077  0.0042     0.0000  0.0128
      8   0.0078  0.0042     0.0001  0.0129
      9   0.0082  0.0043     0.0001  0.0133
     10   0.0086  0.0041     0.0002  0.0134
     11   0.0090  0.0043     0.0003  0.0137
     12   0.0093  0.0044     0.0004  0.0140
     13   0.0097  0.0046     0.0005  0.0155
     14   0.0102  0.0048     0.0005  0.0166
     15   0.0101  0.0047     0.0005  0.0161
     16   0.0106  0.0048     0.0006  0.0171
     17   0.0110  0.0050     0.0007  0.0179
     18   0.0115  0.0052     0.0008  0.0185
     19   0.0120  0.0053     0.0009  0.0192

