Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2741  2.0100    -6.4582 -0.3459
      1  -4.9523  1.1530    -6.7385 -3.5193
      2  -5.7534  0.8641    -7.2065 -5.0094
      3  -6.2221  0.8001    -7.9099 -5.7318
      4  -6.6509  0.9015    -8.6863 -6.1463
      5  -7.1478  1.0506    -9.1180 -6.4006
      6  -7.7445  1.0777    -6.1634 -6.7362
      7  -8.1642  1.0089    -3.7815 -7.1724
      8  -8.3989  0.9164    -2.7800 -7.5355
      9  -8.4967  0.7644    -2.5514 -7.7313
     10  -8.5885  0.6545    -2.2762 -7.9185
     11  -8.6805  0.5715    -1.9676 -8.0536
     12  -8.7010  0.4997    -1.9413 -8.0947
     13  -8.7933  0.4447    -1.6079 -8.2420
     14  -8.8237  0.3963    -1.5272 -8.2998
     15  -8.8512  0.3603    -1.4485 -8.3694
     16  -8.8577  0.3415    -1.4362 -8.3898
     17  -8.9053  0.3095    -1.2802 -8.4708
     18  -8.9233  0.2919    -1.2272 -8.4997
     19  -8.9287  0.2843    -1.2134 -8.5095

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0593     0.0051  0.1896
      1   0.0995  0.0596     0.0047  0.1895
      2   0.0978  0.0598     0.0045  0.1892
      3   0.0953  0.0604     0.0041  0.1888
      4   0.0829  0.0616     0.0023  0.1864
      5   0.0512  0.0493     0.0011  0.1595
      6   0.0243  0.0194     0.0007  0.0589
      7   0.0201  0.0136     0.0007  0.0429
      8   0.0204  0.0132     0.0009  0.0421
      9   0.0219  0.0134     0.0016  0.0444
     10   0.0234  0.0137     0.0023  0.0464
     11   0.0246  0.0139     0.0030  0.0475
     12   0.0258  0.0139     0.0041  0.0484
     13   0.0265  0.0138     0.0048  0.0490
     14   0.0278  0.0140     0.0066  0.0510
     15   0.0292  0.0142     0.0075  0.0527
     16   0.0302  0.0142     0.0081  0.0536
     17   0.0313  0.0144     0.0086  0.0548
     18   0.0326  0.0146     0.0094  0.0564
     19   0.0338  0.0147     0.0102  0.0579

