Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.0914  2.4589    -9.0487 -1.3920
      1  -7.0354  1.4024    -7.9497 -5.1289
      2  -8.0849  0.9074    -4.1890 -7.1483
      3  -7.4773  0.7221    -8.4308 -6.9945
      4  -7.7668  0.6786    -8.7170 -7.4219
      5  -7.9613  0.7049    -8.9909 -7.6731
      6  -7.8650  0.5714    -8.4727 -7.6652
      7  -7.6492  0.8620    -8.4544 -7.2613
      8  -7.5643  0.7955    -8.1611 -7.2048
      9  -7.1457  1.3621    -8.3527 -4.1117
     10  -7.3284  1.0704    -8.3173 -6.4426
     11  -7.4459  0.8483    -8.2942 -7.0710
     12  -7.4575  0.6686    -8.1085 -7.1397
     13  -7.2991  0.7847    -7.9931 -6.9019
     14  -7.3716  0.6188    -7.9860 -7.1237
     15  -7.4205  0.4960    -7.9847 -7.1863
     16  -7.4069  0.3961    -7.8827 -7.1908
     17  -7.4386  0.3279    -7.8855 -7.2793
     18  -7.3957  0.2875    -7.8512 -7.2391
     19  -7.3733  0.2409    -7.8089 -7.2241

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0587     0.0067  0.1898
      1   0.1016  0.0587     0.0068  0.1898
      2   0.1027  0.0584     0.0080  0.1900
      3   0.1002  0.0593     0.0060  0.1897
      4   0.0989  0.0593     0.0066  0.1894
      5   0.0933  0.0601     0.0057  0.1887
      6   0.1082  0.0590     0.0091  0.1917
      7   0.0694  0.0501     0.0014  0.1632
      8   0.0715  0.0494     0.0021  0.1628
      9   0.0270  0.0235     0.0000  0.0693
     10   0.0305  0.0236     0.0001  0.0727
     11   0.0341  0.0238     0.0008  0.0759
     12   0.0371  0.0239     0.0027  0.0790
     13   0.0293  0.0184     0.0011  0.0603
     14   0.0319  0.0184     0.0029  0.0623
     15   0.0343  0.0185     0.0051  0.0651
     16   0.0364  0.0185     0.0075  0.0671
     17   0.0387  0.0187     0.0090  0.0695
     18   0.0404  0.0192     0.0101  0.0724
     19   0.0425  0.0196     0.0117  0.0751

