Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9812  1.9653    -9.1392 -3.0893
      1  -4.4535  1.1276    -6.2178 -2.9406
      2  -3.6610  0.7474    -4.7034 -2.7985
      3  -4.0980  0.5463    -4.7404 -3.6952
      4  -3.8333  0.4704    -4.3639 -3.5441
      5  -3.9773  0.4303    -4.4400 -3.7751
      6  -3.9794  0.3292    -4.4269 -3.8176
      7  -3.9670  0.2460    -4.3963 -3.8223
      8  -3.9619  0.1960    -4.3810 -3.8253
      9  -3.9641  0.1645    -4.3791 -3.8431
     10  -3.9620  0.1449    -4.3716 -3.8438
     11  -3.9635  0.1332    -4.3710 -3.8560
     12  -3.9641  0.1270    -4.3705 -3.8618
     13  -3.9653  0.1225    -4.3702 -3.8739
     14  -3.9637  0.1181    -4.3635 -3.8733
     15  -3.9630  0.1160    -4.3602 -3.8731
     16  -3.9622  0.1143    -4.3566 -3.8728
     17  -3.9615  0.1131    -4.3535 -3.8726
     18  -3.9627  0.1116    -4.3538 -3.8831
     19  -3.9641  0.1098    -4.3543 -3.8990

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0065  0.1898
      1   0.1019  0.0586     0.0065  0.1898
      2   0.1024  0.0585     0.0070  0.1899
      3   0.1038  0.0580     0.0085  0.1901
      4   0.1036  0.0577     0.0089  0.1900
      5   0.1035  0.0570     0.0100  0.1897
      6   0.1068  0.0554     0.0156  0.1900
      7   0.1088  0.0542     0.0200  0.1903
      8   0.1099  0.0535     0.0224  0.1904
      9   0.1112  0.0528     0.0247  0.1905
     10   0.1118  0.0524     0.0259  0.1906
     11   0.1127  0.0520     0.0276  0.1907
     12   0.1131  0.0517     0.0285  0.1907
     13   0.1140  0.0513     0.0296  0.1908
     14   0.1144  0.0510     0.0305  0.1909
     15   0.1147  0.0509     0.0310  0.1909
     16   0.1149  0.0507     0.0316  0.1909
     17   0.1152  0.0505     0.0321  0.1909
     18   0.1158  0.0503     0.0331  0.1910
     19   0.1166  0.0499     0.0342  0.1911

