Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3688  2.3049    -9.0770 -1.9204
      1  -3.5770  1.3228    -5.6566 -1.7286
      2  -2.5401  0.8422    -3.6629 -1.6117
      3  -3.0822  0.6199    -3.8148 -2.6422
      4  -3.3599  0.5597    -3.9840 -3.0386
      5  -3.5371  0.5778    -4.3463 -3.2901
      6  -3.9697  0.9723    -5.9743 -3.4205
      7  -3.7038  0.6525    -4.5471 -3.3932
      8  -3.7998  0.6191    -4.6849 -3.4910
      9  -4.1237  0.9300    -5.8762 -3.5458
     10  -3.9489  0.6773    -4.8867 -3.5642
     11  -3.8582  0.5375    -4.4643 -3.5619
     12  -3.9826  0.5912    -4.6949 -3.6988
     13  -3.9287  0.4648    -4.4506 -3.7007
     14  -3.9711  0.4064    -4.4620 -3.7429
     15  -3.9389  0.3196    -4.3830 -3.7411
     16  -3.9610  0.2651    -4.3896 -3.7959
     17  -3.9419  0.2100    -4.2900 -3.7902
     18  -3.9331  0.1688    -4.2141 -3.7896
     19  -3.9502  0.1373    -4.2153 -3.8950

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0589     0.0062  0.1898
      1   0.1013  0.0589     0.0063  0.1898
      2   0.1010  0.0590     0.0064  0.1897
      3   0.1013  0.0589     0.0063  0.1898
      4   0.1002  0.0591     0.0058  0.1896
      5   0.0986  0.0601     0.0046  0.1895
      6   0.0414  0.0384     0.0001  0.1185
      7   0.0520  0.0402     0.0013  0.1298
      8   0.0547  0.0423     0.0018  0.1373
      9   0.0238  0.0196     0.0001  0.0591
     10   0.0280  0.0201     0.0005  0.0634
     11   0.0318  0.0207     0.0018  0.0678
     12   0.0278  0.0186     0.0010  0.0597
     13   0.0306  0.0187     0.0026  0.0623
     14   0.0329  0.0198     0.0035  0.0669
     15   0.0355  0.0199     0.0062  0.0694
     16   0.0381  0.0205     0.0077  0.0732
     17   0.0405  0.0206     0.0094  0.0755
     18   0.0422  0.0205     0.0111  0.0771
     19   0.0449  0.0210     0.0132  0.0806

