trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1149 640.00  0.00 800.00 156.00  1
  1 1169 650.00  0.00 800.00 520.00  0
  2  971 540.00  0.00 800.00 520.00  0
  3  881 490.00  0.00 800.00 520.00  0
  4  773 430.00  0.00 800.00 520.00  0
  5  844 470.00  0.00 800.00 260.00  0
  6  698 390.00  0.00 800.00 104.00  0
  7    0  10.00  0.00 800.00  0.43  0
  8 1421 790.00  0.00 800.00 520.00  0
  9 1421 790.00  0.00 800.00 260.00  0
 10 1421 770.00  0.00 800.00 260.00  0
 11 1421 790.00  0.00 800.00 260.00  0
 12 1421 790.00  0.00 800.00 260.00  0
 13 1421 770.00  0.00 800.00 260.00  0
 14 1421 790.00  0.00 800.00 260.00  0
 15 1421 790.00  0.00 800.00 260.00  0
 16  711 400.00  0.00 800.00 12.90  0
 17 1421 790.00  0.00 800.00 260.00  0
 18  853 480.00  0.00 800.00  8.60  1
 19 1421 780.00  0.00 800.00 260.00  0
