Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1516  2.4297    -9.0554 -1.4894
      1  -7.1782  1.3303    -7.4420 -5.4031
      2  -6.1630  0.8265    -7.3346 -5.3078
      3  -5.6287  0.6104    -6.3180 -5.2228
      4  -5.9123  0.5046    -6.4833 -5.6658
      5  -6.0605  0.4807    -6.5644 -5.8845
      6  -6.0206  0.3564    -6.3158 -5.8830
      7  -5.8218  0.6529    -6.3110 -5.5751
      8  -5.7453  0.6057    -6.2509 -5.5418
      9  -5.7381  0.4905    -6.0908 -5.5673
     10  -5.7762  0.3591    -6.0819 -5.7860
     11  -5.7757  0.2735    -6.0488 -5.7943
     12  -5.6591  0.6046    -6.0496 -5.3318
     13  -5.7206  0.4740    -6.0495 -5.5594
     14  -5.7330  0.3576    -6.0465 -5.5749
     15  -5.7640  0.2752    -6.0471 -5.6631
     16  -5.7716  0.2030    -6.0467 -5.6886
     17  -5.7730  0.1567    -6.0454 -5.6961
     18  -5.7732  0.1257    -6.0440 -5.7010
     19  -5.7738  0.1049    -6.0436 -5.7053

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1036  0.0580     0.0083  0.1901
      1   0.1037  0.0579     0.0087  0.1901
      2   0.1030  0.0583     0.0077  0.1900
      3   0.1032  0.0582     0.0077  0.1900
      4   0.1036  0.0577     0.0091  0.1900
      5   0.1027  0.0576     0.0092  0.1897
      6   0.1135  0.0548     0.0176  0.1914
      7   0.0629  0.0430     0.0015  0.1440
      8   0.0668  0.0451     0.0025  0.1518
      9   0.0738  0.0457     0.0065  0.1579
     10   0.0803  0.0445     0.0135  0.1615
     11   0.0850  0.0438     0.0179  0.1642
     12   0.0427  0.0271     0.0019  0.0895
     13   0.0479  0.0271     0.0063  0.0944
     14   0.0495  0.0266     0.0092  0.0952
     15   0.0537  0.0265     0.0134  0.0990
     16   0.0544  0.0262     0.0150  0.0994
     17   0.0553  0.0259     0.0162  0.0999
     18   0.0565  0.0257     0.0177  0.1008
     19   0.0570  0.0255     0.0186  0.1011

