Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7779  2.0741    -9.1182 -2.7052
      1  -4.1253  1.1651    -5.9564 -2.5316
      2  -3.2190  0.7508    -4.2029 -2.4282
      3  -2.8122  0.6015    -3.4759 -2.3858
      4  -2.5315  0.5724    -3.0484 -2.1923
      5  -2.6844  0.5129    -3.1307 -2.4757
      6  -2.6955  0.3923    -3.1195 -2.6453
      7  -2.6534  0.2890    -2.8981 -2.6448
      8  -2.6425  0.2092    -2.8938 -2.6453
      9  -2.5989  0.5965    -2.9001 -2.3559
     10  -2.5118  0.6599    -2.8925 -2.1434
     11  -2.4165  0.6511    -2.8633 -1.9790
     12  -2.2964  1.3230    -5.2145 -0.8958
     13  -2.3212  1.0577    -3.3312 -1.3816
     14  -2.3330  0.8397    -2.8794 -1.7048
     15  -2.3436  0.6658    -2.8432 -1.9137
     16  -2.3570  0.5325    -2.8279 -2.0729
     17  -2.3821  0.4453    -2.8318 -2.1477
     18  -2.3899  0.3554    -2.8280 -2.1855
     19  -2.3979  0.2865    -2.8276 -2.2329

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0590     0.0060  0.1898
      1   0.1017  0.0589     0.0062  0.1899
      2   0.1018  0.0589     0.0062  0.1899
      3   0.1027  0.0587     0.0070  0.1901
      4   0.1027  0.0595     0.0058  0.1903
      5   0.1041  0.0583     0.0077  0.1903
      6   0.1124  0.0560     0.0144  0.1915
      7   0.1223  0.0522     0.0250  0.1927
      8   0.1251  0.0502     0.0322  0.1929
      9   0.0589  0.0386     0.0034  0.1297
     10   0.0482  0.0321     0.0019  0.1051
     11   0.0469  0.0321     0.0019  0.1039
     12   0.0151  0.0126     0.0000  0.0366
     13   0.0177  0.0130     0.0001  0.0396
     14   0.0201  0.0132     0.0001  0.0416
     15   0.0222  0.0134     0.0010  0.0443
     16   0.0243  0.0136     0.0022  0.0465
     17   0.0264  0.0141     0.0035  0.0493
     18   0.0282  0.0142     0.0054  0.0514
     19   0.0297  0.0143     0.0072  0.0531

