Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.3532  1.3587    -3.2943 -0.1374
      1  -2.0044  1.2159    -4.2918 -1.3245
      2  -2.3004  1.2085    -4.9628 -1.7186
      3  -2.5284  1.2955    -5.8691 -1.9809
      4  -3.2909  1.8607    -8.0769 -2.1263
      5  -2.5977  1.0885    -4.6232 -2.1249
      6  -2.4424  0.8147    -2.9586 -2.1284
      7  -2.4663  0.6898    -2.8834 -2.2395
      8  -2.4109  0.4977    -2.7276 -2.2510
      9  -2.4214  0.9417    -3.1186 -2.0642
     10  -2.3860  0.7456    -2.8245 -2.1303
     11  -2.3147  0.8252    -2.7660 -2.1148
     12  -2.4782  1.0018    -3.5650 -2.1224
     13  -2.3907  0.7404    -2.8425 -2.1281
     14  -2.4216  0.6625    -2.8395 -2.1615
     15  -2.3758  0.4973    -2.6715 -2.1645
     16  -2.3872  0.4064    -2.6559 -2.2208
     17  -2.4068  0.3811    -2.7193 -2.3771
     18  -2.3874  0.2844    -2.6353 -2.3773
     19  -2.3762  0.2202    -2.6302 -2.3769

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0961  0.0614     0.0001  0.1891
      1   0.0939  0.0620     0.0001  0.1888
      2   0.0923  0.0620     0.0001  0.1884
      3   0.0896  0.0626     0.0001  0.1879
      4   0.0463  0.0491     0.0000  0.1499
      5   0.0622  0.0506     0.0001  0.1616
      6   0.0722  0.0504     0.0002  0.1675
      7   0.0819  0.0521     0.0036  0.1748
      8   0.0867  0.0505     0.0109  0.1763
      9   0.0422  0.0292     0.0001  0.0934
     10   0.0465  0.0291     0.0017  0.0973
     11   0.0436  0.0278     0.0001  0.0919
     12   0.0341  0.0222     0.0001  0.0710
     13   0.0355  0.0215     0.0010  0.0717
     14   0.0378  0.0223     0.0022  0.0751
     15   0.0401  0.0218     0.0062  0.0766
     16   0.0432  0.0222     0.0083  0.0804
     17   0.0450  0.0231     0.0087  0.0837
     18   0.0474  0.0227     0.0118  0.0855
     19   0.0499  0.0227     0.0146  0.0880

