trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  870 490.00  0.00 800.00  6.44  0
  1  742 420.00  0.00 800.00  3.00  1
  2  654 370.00  0.00 800.00  6.44  0
  3  707 400.00  0.00 800.00  4.30  1
  4  672 380.00  0.00 800.00  6.44  1
  5  695 390.00  0.00 800.00 21.50  0
  6  654 370.00  0.00 800.00  6.44  0
  7 1418 790.00  0.00 800.00 104.00  0
  8  672 380.00  0.00 800.00  6.44  0
  9  617 350.00  0.00 800.00  4.30  1
 10  690 390.00  0.00 800.00  6.44  1
 11  817 460.00  0.00 800.00  8.60  0
 12  654 370.00  0.00 800.00  6.44  0
 13  563 320.00  0.00 800.00  4.30  1
 14  690 390.00  0.00 800.00  6.44  0
 15  708 400.00  0.00 800.00  6.44  0
 16  617 350.00  0.00 800.00  4.30  1
 17  690 390.00  0.00 800.00  6.44  0
 18  635 360.00  0.00 800.00  4.30  1
 19  708 400.00  0.00 800.00  6.44  0
