Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7879  2.0686    -9.1192 -2.7229
      1  -4.0034  1.1035    -5.7026 -2.5269
      2  -3.2119  0.7420    -4.1862 -2.4320
      3  -2.8107  0.6025    -3.4249 -2.3869
      4  -2.5392  0.5764    -3.0505 -2.1989
      5  -2.3759  0.5992    -2.8323 -1.9386
      6  -2.1328  1.1296    -3.2208 -0.7555
      7  -2.2786  0.8944    -2.8985 -1.5752
      8  -2.1436  0.9006    -2.7416 -1.3382
      9  -2.1878  0.7033    -2.6333 -1.8155
     10  -2.1200  0.5920    -2.5639 -1.7818
     11  -2.0182  0.9507    -2.6208 -1.2054
     12  -2.0366  0.7450    -2.5421 -1.5882
     13  -2.0402  0.5813    -2.4966 -1.7200
     14  -1.9575  0.6510    -2.3735 -1.6084
     15  -1.9557  0.5059    -2.3672 -1.6912
     16  -1.9023  0.4461    -2.3386 -1.6624
     17  -1.8662  0.3721    -2.2999 -1.6520
     18  -1.8774  0.2920    -2.3012 -1.7296
     19  -1.8649  0.2309    -2.2781 -1.7335

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0589     0.0062  0.1899
      1   0.1015  0.0591     0.0057  0.1899
      2   0.1024  0.0590     0.0062  0.1901
      3   0.1033  0.0589     0.0068  0.1903
      4   0.1028  0.0596     0.0056  0.1904
      5   0.1005  0.0611     0.0041  0.1904
      6   0.0317  0.0305     0.0001  0.0908
      7   0.0399  0.0326     0.0001  0.1014
      8   0.0364  0.0300     0.0001  0.0923
      9   0.0424  0.0307     0.0015  0.0988
     10   0.0466  0.0322     0.0029  0.1057
     11   0.0237  0.0170     0.0001  0.0529
     12   0.0268  0.0171     0.0009  0.0553
     13   0.0292  0.0171     0.0025  0.0578
     14   0.0261  0.0156     0.0016  0.0520
     15   0.0280  0.0155     0.0032  0.0535
     16   0.0297  0.0162     0.0040  0.0565
     17   0.0316  0.0168     0.0053  0.0596
     18   0.0335  0.0167     0.0076  0.0612
     19   0.0348  0.0167     0.0085  0.0621

