Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.9831  1.3818    -3.9448 -0.2120
      1  -2.8608  0.9383    -4.1253 -1.8967
      2  -3.3898  0.7436    -4.3287 -2.8877
      3  -3.6877  0.6912    -4.6144 -3.3341
      4  -3.8631  0.6820    -4.8806 -3.5520
      5  -4.2081  0.9062    -5.9337 -3.7164
      6  -4.6528  1.1572    -7.1834 -3.8021
      7  -5.3174  1.4843    -8.3752 -3.3612
      8  -5.0197  1.1180    -7.0106 -3.9121
      9  -5.4907  1.4541    -8.0621 -2.7491
     10  -5.5616  1.2341    -7.7796 -4.0900
     11  -5.6030  1.0792    -7.5945 -4.4292
     12  -5.3829  0.8596    -6.7722 -4.4273
     13  -5.6681  0.8965    -7.0945 -4.7161
     14  -5.5358  0.7521    -6.6858 -4.7070
     15  -5.7148  0.7274    -6.8254 -4.9649
     16  -5.6331  0.6229    -6.5765 -4.9484
     17  -5.7227  0.5595    -6.6374 -5.1120
     18  -5.6594  0.4903    -6.4896 -5.0909
     19  -5.7289  0.4435    -6.5224 -5.2613

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1010  0.0595     0.0026  0.1898
      1   0.1008  0.0596     0.0028  0.1898
      2   0.1002  0.0598     0.0025  0.1897
      3   0.0985  0.0606     0.0021  0.1896
      4   0.0945  0.0610     0.0021  0.1888
      5   0.0564  0.0501     0.0001  0.1587
      6   0.0236  0.0226     0.0001  0.0657
      7   0.0101  0.0079     0.0000  0.0220
      8   0.0118  0.0083     0.0000  0.0246
      9   0.0073  0.0050     0.0000  0.0132
     10   0.0081  0.0047     0.0000  0.0134
     11   0.0085  0.0044     0.0001  0.0135
     12   0.0092  0.0046     0.0002  0.0143
     13   0.0086  0.0042     0.0001  0.0134
     14   0.0092  0.0044     0.0003  0.0138
     15   0.0093  0.0045     0.0003  0.0141
     16   0.0098  0.0047     0.0004  0.0157
     17   0.0103  0.0049     0.0005  0.0169
     18   0.0109  0.0050     0.0006  0.0179
     19   0.0115  0.0052     0.0007  0.0186

