Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6397  2.7164    -9.0033 -0.5284
      1  -2.3240  1.4460    -4.5799 -0.2840
      2  -1.1677  0.9147    -2.3415 -0.1473
      3  -1.6584  0.6887    -2.4082 -1.0920
      4  -2.0630  0.6344    -2.6438 -1.7223
      5  -2.2254  0.6314    -2.9273 -1.9504
      6  -2.6854  1.0606    -4.7733 -2.1184
      7  -3.4284  1.4164    -6.7437 -2.2197
      8  -2.9867  1.0719    -4.9026 -2.1830
      9  -2.7639  0.8748    -3.8701 -2.1608
     10  -2.6281  0.7338    -3.3743 -2.1436
     11  -2.7402  0.7019    -3.4624 -2.3326
     12  -2.6725  0.5511    -3.2521 -2.3395
     13  -2.6073  0.4646    -3.1223 -2.3029
     14  -2.6560  0.3996    -3.1347 -2.4099
     15  -2.6805  0.3326    -3.1386 -2.4605
     16  -2.6426  0.2751    -3.0861 -2.4470
     17  -2.5926  0.2872    -2.9644 -2.4081
     18  -2.5151  0.3707    -2.8955 -2.3580
     19  -2.5767  0.3650    -2.9430 -2.3944

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1027  0.0584     0.0079  0.1900
      1   0.1032  0.0582     0.0082  0.1900
      2   0.1040  0.0580     0.0089  0.1901
      3   0.1030  0.0582     0.0086  0.1900
      4   0.1002  0.0591     0.0061  0.1896
      5   0.0986  0.0592     0.0054  0.1892
      6   0.0428  0.0389     0.0001  0.1204
      7   0.0148  0.0123     0.0001  0.0356
      8   0.0181  0.0136     0.0001  0.0407
      9   0.0210  0.0145     0.0001  0.0454
     10   0.0236  0.0152     0.0007  0.0487
     11   0.0236  0.0150     0.0008  0.0484
     12   0.0255  0.0151     0.0021  0.0506
     13   0.0275  0.0156     0.0032  0.0536
     14   0.0296  0.0163     0.0045  0.0568
     15   0.0316  0.0167     0.0065  0.0596
     16   0.0339  0.0172     0.0078  0.0623
     17   0.0326  0.0164     0.0075  0.0598
     18   0.0270  0.0134     0.0047  0.0482
     19   0.0269  0.0130     0.0049  0.0474

