Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2573  2.2918    -7.4434 -0.0468
      1  -1.3638  2.2330    -7.4196 -0.1920
      2  -2.2432  2.5861    -8.2594 -0.3217
      3  -1.5968  2.1610    -7.4443 -0.3094
      4  -2.7387  2.5438    -8.4232 -0.4816
      5  -2.1990  2.2065    -7.8386 -0.4779
      6  -1.7940  1.8146    -6.7012 -0.4766
      7  -1.5258  1.4448    -4.6835 -0.4757
      8  -2.1704  1.6838    -6.5237 -0.7432
      9  -1.9589  1.3724    -4.7817 -0.7631
     10  -1.6824  1.1405    -3.2855 -0.6947
     11  -2.1735  1.3773    -5.1886 -0.9684
     12  -2.0385  1.1155    -3.7580 -0.9946
     13  -1.9621  0.9287    -3.3695 -1.0095
     14  -1.7754  0.7989    -2.8686 -0.9190
     15  -2.0635  0.8740    -3.2558 -1.2022
     16  -1.9337  0.7538    -2.9060 -1.1497
     17  -2.0148  0.6696    -2.9632 -1.3411
     18  -2.2446  0.7588    -3.2883 -1.5463
     19  -2.1503  0.6457    -3.0557 -1.5054

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0772  0.0671     0.0000  0.1867
      1   0.0733  0.0665     0.0000  0.1858
      2   0.0306  0.0424     0.0000  0.1233
      3   0.0391  0.0448     0.0000  0.1340
      4   0.0087  0.0113     0.0000  0.0279
      5   0.0111  0.0117     0.0000  0.0311
      6   0.0130  0.0117     0.0000  0.0327
      7   0.0142  0.0115     0.0001  0.0336
      8   0.0087  0.0062     0.0000  0.0177
      9   0.0094  0.0059     0.0001  0.0181
     10   0.0104  0.0063     0.0001  0.0195
     11   0.0080  0.0046     0.0000  0.0134
     12   0.0085  0.0043     0.0001  0.0135
     13   0.0087  0.0042     0.0003  0.0135
     14   0.0092  0.0044     0.0004  0.0143
     15   0.0085  0.0039     0.0002  0.0132
     16   0.0089  0.0041     0.0003  0.0136
     17   0.0093  0.0044     0.0004  0.0142
     18   0.0084  0.0036     0.0003  0.0129
     19   0.0088  0.0038     0.0004  0.0133

