Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.0929  2.4690    -9.0499 -1.3708
      1  -2.9142  1.3047    -4.9005 -1.0899
      2  -3.8667  0.7997    -4.9841 -2.9618
      3  -4.3823  0.6085    -5.1456 -3.9188
      4  -4.0798  0.4807    -4.6146 -3.7598
      5  -4.2467  0.4589    -4.7165 -4.0525
      6  -4.2037  0.3363    -4.4775 -4.0556
      7  -4.2242  0.2500    -4.4770 -4.2216
      8  -4.2194  0.1822    -4.4748 -4.2222
      9  -4.3051  0.4326    -4.7318 -4.2204
     10  -4.2903  0.3264    -4.7140 -4.2223
     11  -4.2934  0.2539    -4.7113 -4.2271
     12  -4.2374  0.2079    -4.6158 -4.2236
     13  -4.2380  0.1614    -4.6113 -4.2252
     14  -4.2341  0.1275    -4.5886 -4.2254
     15  -4.2320  0.1058    -4.5725 -4.2256
     16  -4.2330  0.0924    -4.5715 -4.2267
     17  -4.2338  0.0842    -4.5708 -4.2276
     18  -4.2314  0.0764    -4.5479 -4.2275
     19  -4.2317  0.0735    -4.5474 -4.2279

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0588     0.0066  0.1898
      1   0.1014  0.0587     0.0066  0.1897
      2   0.1016  0.0588     0.0064  0.1898
      3   0.1006  0.0589     0.0060  0.1896
      4   0.1018  0.0585     0.0074  0.1898
      5   0.1032  0.0588     0.0070  0.1902
      6   0.1131  0.0559     0.0145  0.1916
      7   0.1213  0.0527     0.0237  0.1926
      8   0.1228  0.0514     0.0283  0.1927
      9   0.0633  0.0405     0.0064  0.1392
     10   0.0661  0.0398     0.0102  0.1410
     11   0.0681  0.0393     0.0137  0.1423
     12   0.0757  0.0413     0.0160  0.1522
     13   0.0767  0.0409     0.0178  0.1527
     14   0.0779  0.0405     0.0200  0.1533
     15   0.0787  0.0402     0.0214  0.1538
     16   0.0795  0.0399     0.0225  0.1541
     17   0.0802  0.0397     0.0236  0.1546
     18   0.0812  0.0395     0.0249  0.1551
     19   0.0815  0.0393     0.0255  0.1552

