Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.4043  2.6241    -8.6504 -0.4614
      1  -6.7124  1.3845    -8.9368 -4.8618
      2  -5.6209  0.8281    -6.7987 -4.7623
      3  -5.0833  0.6413    -5.7911 -4.5819
      4  -4.7943  0.6223    -5.3979 -4.3373
      5  -4.5931  0.6945    -5.1321 -3.7618
      6  -4.0846  1.1623    -4.9995 -1.3997
      7  -4.4831  0.6239    -5.0021 -3.9282
      8  -4.4725  0.5300    -4.9827 -4.0058
      9  -4.4605  0.4725    -4.9677 -4.0440
     10  -4.4573  0.4323    -4.9600 -4.0836
     11  -3.7583  1.0323    -4.7363 -1.5826
     12  -2.8860  1.3555    -4.5616 -0.5423
     13  -2.0828  1.4379    -4.2285 -0.2494
     14  -2.6505  1.2558    -4.3905 -0.8117
     15  -3.0054  1.0671    -4.4361 -1.5732
     16  -3.2422  0.9276    -4.4677 -2.0907
     17  -3.4272  0.8231    -4.5307 -2.4471
     18  -3.4071  0.7173    -4.4605 -2.4847
     19  -3.1555  0.7669    -4.2280 -2.2276

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0071  0.1899
      1   0.1027  0.0584     0.0073  0.1900
      2   0.1010  0.0590     0.0060  0.1897
      3   0.1005  0.0592     0.0054  0.1897
      4   0.0990  0.0594     0.0046  0.1893
      5   0.0969  0.0608     0.0034  0.1893
      6   0.0429  0.0409     0.0003  0.1255
      7   0.0553  0.0421     0.0018  0.1371
      8   0.0588  0.0420     0.0036  0.1399
      9   0.0624  0.0422     0.0052  0.1433
     10   0.0650  0.0421     0.0069  0.1453
     11   0.0167  0.0117     0.0005  0.0363
     12   0.0085  0.0045     0.0001  0.0137
     13   0.0068  0.0024     0.0001  0.0069
     14   0.0070  0.0027     0.0001  0.0091
     15   0.0073  0.0029     0.0001  0.0107
     16   0.0076  0.0031     0.0001  0.0116
     17   0.0079  0.0033     0.0001  0.0121
     18   0.0081  0.0031     0.0003  0.0122
     19   0.0076  0.0027     0.0002  0.0110

