Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.7088  1.8849    -6.2913 -0.2760
      1  -4.0986  1.4288    -7.5742 -2.7007
      2  -3.2063  0.7433    -4.0162 -2.6397
      3  -2.9165  0.6267    -3.5142 -2.4833
      4  -2.6482  0.7022    -3.1457 -2.1145
      5  -2.7054  0.5120    -3.1356 -2.6389
      6  -2.6753  0.3800    -3.0869 -2.6401
      7  -2.6607  0.2879    -3.0586 -2.6410
      8  -2.6508  0.2252    -3.0260 -2.6416
      9  -2.6391  0.1807    -2.9242 -2.6419
     10  -2.5137  0.4382    -2.8898 -2.1180
     11  -2.6079  0.3081    -2.8934 -2.4366
     12  -2.4786  0.5448    -2.8874 -2.0184
     13  -2.5272  0.4078    -2.8878 -2.3576
     14  -2.5957  0.3589    -2.8931 -2.4115
     15  -2.6185  0.2819    -2.8936 -2.4630
     16  -2.6338  0.2209    -2.8940 -2.5736
     17  -2.5942  0.4225    -2.8943 -2.4074
     18  -2.5320  0.5177    -2.8884 -2.3821
     19  -2.4725  0.5069    -2.8718 -2.3734

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0973  0.0600     0.0036  0.1892
      1   0.0940  0.0605     0.0031  0.1886
      2   0.1008  0.0592     0.0043  0.1897
      3   0.1015  0.0588     0.0056  0.1898
      4   0.0943  0.0606     0.0024  0.1886
      5   0.1072  0.0575     0.0091  0.1906
      6   0.1115  0.0553     0.0157  0.1911
      7   0.1142  0.0538     0.0209  0.1914
      8   0.1170  0.0524     0.0252  0.1917
      9   0.1204  0.0511     0.0295  0.1921
     10   0.0622  0.0407     0.0059  0.1392
     11   0.0726  0.0416     0.0121  0.1499
     12   0.0395  0.0248     0.0029  0.0823
     13   0.0438  0.0245     0.0070  0.0860
     14   0.0467  0.0249     0.0088  0.0891
     15   0.0502  0.0250     0.0121  0.0928
     16   0.0535  0.0251     0.0150  0.0960
     17   0.0365  0.0179     0.0073  0.0655
     18   0.0326  0.0175     0.0040  0.0611
     19   0.0339  0.0190     0.0039  0.0661

