Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.1368  1.9097    -6.1852 -0.3338
      1  -1.5495  1.1347    -3.1030 -0.1703
      2  -0.7872  0.8854    -1.6193 -0.0910
      3  -0.3999  0.8343    -0.9527 -0.0502
      4  -0.2405  0.7302    -0.6370 -0.0365
      5  -0.1241  0.7198    -0.4697 -0.0249
      6  -0.0795  0.5143    -0.4331 -0.0247
      7  -0.0567  0.3676    -0.4127 -0.0246
      8  -0.0448  0.2647    -0.3989 -0.0245
      9  -0.0386  0.1937    -0.3898 -0.0244
     10  -0.0354  0.1463    -0.3847 -0.0244
     11  -0.0333  0.1150    -0.3781 -0.0244
     12  -0.0322  0.0958    -0.3744 -0.0243
     13  -0.0314  0.0844    -0.3706 -0.0243
     14  -0.0184  0.0959    -0.2667 -0.0236
     15  -0.0138  0.0699    -0.2628 -0.0234
     16  -0.0197  0.1823    -0.2642 -0.0234
     17  -0.0158  0.1361    -0.2626 -0.0233
     18  -0.0134  0.1024    -0.2615 -0.0233
     19  -0.0124  0.0734    -0.2613 -0.0233

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1009  0.0591     0.0054  0.1897
      1   0.1012  0.0591     0.0055  0.1898
      2   0.1015  0.0589     0.0061  0.1898
      3   0.1027  0.0587     0.0070  0.1900
      4   0.1065  0.0571     0.0109  0.1905
      5   0.1072  0.0564     0.0125  0.1904
      6   0.1092  0.0552     0.0172  0.1906
      7   0.1103  0.0544     0.0200  0.1907
      8   0.1113  0.0538     0.0220  0.1908
      9   0.1119  0.0533     0.0234  0.1909
     10   0.1123  0.0531     0.0243  0.1909
     11   0.1129  0.0527     0.0255  0.1910
     12   0.1133  0.0525     0.0262  0.1910
     13   0.1137  0.0523     0.0271  0.1910
     14   0.0772  0.0448     0.0169  0.1632
     15   0.0820  0.0447     0.0196  0.1663
     16   0.0384  0.0201     0.0098  0.0736
     17   0.0402  0.0203     0.0110  0.0753
     18   0.0420  0.0205     0.0125  0.0776
     19   0.0422  0.0204     0.0129  0.0777

