Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6114  2.7303    -9.0002 -0.4843
      1  -2.3003  1.4601    -4.5804 -0.2492
      2  -3.4481  0.8697    -4.6922 -2.4295
      3  -4.1200  0.6311    -4.8431 -3.6793
      4  -3.8320  0.5038    -4.3822 -3.5044
      5  -3.6651  0.4869    -4.1104 -3.3539
      6  -3.4259  0.8618    -4.1664 -2.4306
      7  -3.5286  0.6594    -4.1026 -3.1028
      8  -3.4320  0.6084    -3.9210 -3.0015
      9  -3.2836  0.9751    -4.2317 -2.2717
     10  -3.3277  0.7630    -3.9320 -2.7473
     11  -3.2259  1.2552    -6.2049 -1.9790
     12  -3.1218  0.9783    -4.1597 -2.1807
     13  -3.0628  0.7704    -3.8393 -2.2692
     14  -3.1091  0.6158    -3.7898 -2.5503
     15  -2.9553  0.9588    -3.9461 -2.0770
     16  -2.8974  0.7600    -3.7066 -2.1388
     17  -2.9308  0.6245    -3.6772 -2.3268
     18  -2.9635  0.5228    -3.6724 -2.4506
     19  -2.9933  0.4470    -3.6734 -2.5631

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1018  0.0587     0.0069  0.1899
      2   0.1014  0.0589     0.0063  0.1898
      3   0.1011  0.0593     0.0053  0.1898
      4   0.1013  0.0587     0.0064  0.1897
      5   0.1011  0.0596     0.0058  0.1900
      6   0.0426  0.0379     0.0001  0.1174
      7   0.0513  0.0394     0.0009  0.1272
      8   0.0551  0.0417     0.0016  0.1359
      9   0.0236  0.0192     0.0001  0.0576
     10   0.0272  0.0196     0.0001  0.0613
     11   0.0130  0.0099     0.0000  0.0277
     12   0.0141  0.0095     0.0001  0.0285
     13   0.0147  0.0093     0.0002  0.0290
     14   0.0161  0.0094     0.0006  0.0308
     15   0.0102  0.0060     0.0001  0.0187
     16   0.0107  0.0057     0.0002  0.0189
     17   0.0114  0.0058     0.0004  0.0195
     18   0.0121  0.0059     0.0006  0.0200
     19   0.0128  0.0060     0.0008  0.0204

