trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   74  50.00  0.00 800.00  1.00  1
  1  698 390.00  0.00 800.00 104.00  0
  2  656 370.00  0.00 800.00 10.80  1
  3  822 460.00  0.00 800.00 26.00  1
  4  769 430.00  0.00 800.00 52.00  0
  5  661 370.00  0.00 800.00 52.00  0
  6  804 450.00  0.00 800.00 26.00  0
  7  749 420.00  0.00 800.00 21.50  1
  8  822 460.00  0.00 800.00 26.00  0
  9  696 390.00  0.00 800.00 26.00  0
 10  658 370.00  0.00 800.00 17.20  1
 11  623 350.00  0.00 800.00 21.50  0
 12 1421 790.00  0.00 800.00 520.00  0
 13 1421 790.00  0.00 800.00 260.00  0
 14  621 350.00  0.00 800.00 12.90  1
 15  568 320.00  0.00 800.00 17.20  0
 16 1421 790.00  0.00 800.00 520.00  0
 17  477 270.00  0.00 800.00 12.90  1
 18  531 300.00  0.00 800.00 12.90  1
 19  567 320.00  0.00 800.00 12.90  1
