trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1293 720.00  0.00 800.00 156.00  0
  1  732 410.00  0.00 800.00 26.00  1
  2  664 370.00  0.00 800.00 260.00  0
  3  608 340.00  0.00 800.00 104.00  0
  4  661 370.00  0.00 800.00 52.00  0
  5  822 460.00  0.00 800.00 26.00  1
  6  804 450.00  0.00 800.00 26.00  1
  7  679 380.00  0.00 800.00 52.00  0
  8  679 400.00  0.00 800.00 26.00  0
  9 1421 790.00  0.00 800.00 520.00  0
 10  605 340.00  0.00 800.00 21.50  1
 11  769 430.00  0.00 800.00 52.00  0
 12  624 350.00  0.00 800.00 26.00  1
 13  822 460.00  0.00 800.00 26.00  1
 14  786 440.00  0.00 800.00 26.00  0
 15  751 420.00  0.00 800.00 52.00  0
 16  840 470.00  0.00 800.00 26.00  0
 17  876 490.00  0.00 800.00 26.00  0
 18  606 340.00  0.00 800.00 26.00  1
 19  858 480.00  0.00 800.00 26.00  0
