Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.6446  2.2092    -7.1880 -0.3837
      1  -5.3245  1.3171    -7.4303 -3.5630
      2  -4.3494  0.7830    -5.4893 -3.4704
      3  -3.8162  0.5858    -4.4788 -3.3731
      4  -3.5305  0.5501    -4.0560 -3.1786
      5  -3.7079  0.4614    -4.1662 -3.5046
      6  -3.7290  0.3476    -4.1552 -3.6944
      7  -3.6955  0.2547    -3.9489 -3.6943
      8  -3.6716  1.2765    -6.7133 -2.1241
      9  -3.5888  0.9936    -4.8907 -2.6069
     10  -3.6006  0.7739    -4.4098 -3.0557
     11  -3.5446  0.6150    -4.1430 -3.1297
     12  -3.5651  0.4826    -4.1116 -3.2665
     13  -3.6530  0.4834    -4.1819 -3.4312
     14  -3.5678  0.5864    -4.1435 -3.2423
     15  -3.5317  0.4634    -3.9772 -3.2604
     16  -3.4765  0.4242    -3.9292 -3.2259
     17  -3.4438  0.3571    -3.8963 -3.2207
     18  -3.4573  0.2792    -3.8950 -3.3016
     19  -3.4331  0.2350    -3.8429 -3.2897

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0591     0.0058  0.1897
      1   0.1005  0.0591     0.0061  0.1897
      2   0.1017  0.0588     0.0066  0.1898
      3   0.1018  0.0589     0.0062  0.1899
      4   0.1016  0.0594     0.0053  0.1900
      5   0.1041  0.0586     0.0072  0.1904
      6   0.1123  0.0562     0.0140  0.1915
      7   0.1218  0.0524     0.0244  0.1926
      8   0.0203  0.0188     0.0000  0.0538
      9   0.0223  0.0186     0.0000  0.0550
     10   0.0252  0.0187     0.0001  0.0579
     11   0.0278  0.0189     0.0008  0.0604
     12   0.0303  0.0189     0.0022  0.0625
     13   0.0294  0.0180     0.0020  0.0600
     14   0.0249  0.0156     0.0009  0.0508
     15   0.0269  0.0156     0.0021  0.0527
     16   0.0283  0.0164     0.0026  0.0553
     17   0.0304  0.0169     0.0036  0.0587
     18   0.0323  0.0168     0.0060  0.0602
     19   0.0344  0.0173     0.0073  0.0628

