Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.1745  1.4464    -4.3396 -0.2332
      1  -1.0885  1.0651    -2.1841 -0.1191
      2  -1.5932  0.8851    -2.3450 -1.0724
      3  -1.8600  0.8178    -2.5616 -1.4998
      4  -2.0106  0.7951    -2.8331 -1.7025
      5  -2.4816  1.2368    -5.2170 -1.8556
      6  -3.2861  1.6429    -7.3408 -1.8554
      7  -4.0786  1.8113    -8.1357 -1.6415
      8  -3.9707  1.5839    -7.5370 -2.1328
      9  -3.8979  1.4060    -6.8598 -2.3283
     10  -4.5627  1.4812    -7.7130 -2.6835
     11  -4.2202  1.1938    -6.3372 -2.7256
     12  -3.9660  1.0305    -5.5549 -2.6949
     13  -3.6749  1.0080    -5.1622 -2.5035
     14  -3.6391  0.8643    -4.9529 -2.5771
     15  -3.8436  0.7908    -5.0634 -2.9230
     16  -4.1088  0.8108    -5.3333 -3.2067
     17  -4.0955  0.7106    -5.2442 -3.2423
     18  -3.9469  0.6477    -4.9816 -3.1725
     19  -3.7949  0.6106    -4.7375 -3.0371

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1009  0.0594     0.0035  0.1898
      1   0.1008  0.0593     0.0036  0.1897
      2   0.1003  0.0596     0.0031  0.1897
      3   0.0998  0.0596     0.0029  0.1895
      4   0.0980  0.0598     0.0027  0.1891
      5   0.0454  0.0418     0.0001  0.1290
      6   0.0131  0.0126     0.0000  0.0343
      7   0.0066  0.0057     0.0000  0.0135
      8   0.0077  0.0054     0.0000  0.0139
      9   0.0084  0.0051     0.0000  0.0146
     10   0.0069  0.0037     0.0000  0.0113
     11   0.0075  0.0038     0.0001  0.0122
     12   0.0080  0.0039     0.0001  0.0128
     13   0.0080  0.0040     0.0001  0.0128
     14   0.0083  0.0037     0.0002  0.0129
     15   0.0085  0.0038     0.0002  0.0131
     16   0.0080  0.0035     0.0001  0.0124
     17   0.0082  0.0033     0.0003  0.0124
     18   0.0085  0.0035     0.0004  0.0128
     19   0.0086  0.0036     0.0004  0.0130

