Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2418  2.3752    -9.0641 -1.6725
      1  -3.3200  1.3171    -5.3946 -1.4685
      2  -2.2828  0.8329    -3.3966 -1.3534
      3  -1.7527  0.6659    -2.4234 -1.2060
      4  -2.0408  0.5839    -2.5802 -1.7379
      5  -2.1875  0.5527    -2.6894 -1.9526
      6  -2.5393  0.9289    -3.8827 -2.1147
      7  -2.3889  0.7267    -2.9838 -2.1133
      8  -2.2779  0.8101    -2.8438 -1.9274
      9  -2.4713  0.9996    -3.6583 -2.0156
     10  -2.4331  0.8010    -3.0986 -2.1288
     11  -2.5730  0.9210    -3.6269 -2.1747
     12  -2.4723  0.7138    -2.9933 -2.1813
     13  -2.8202  1.2608    -5.9757 -2.1466
     14  -2.6899  0.9620    -3.8907 -2.1939
     15  -2.5915  0.7398    -3.2967 -2.2140
     16  -2.5236  0.5801    -3.0834 -2.2196
     17  -2.4761  0.4609    -2.9215 -2.2187
     18  -2.4380  0.3758    -2.8780 -2.2116
     19  -2.5450  0.5188    -3.0275 -2.2721

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1024  0.0584     0.0075  0.1899
      1   0.1025  0.0584     0.0077  0.1899
      2   0.1025  0.0583     0.0078  0.1899
      3   0.1024  0.0583     0.0077  0.1898
      4   0.1028  0.0581     0.0080  0.1899
      5   0.1017  0.0580     0.0081  0.1896
      6   0.0476  0.0396     0.0001  0.1253
      7   0.0560  0.0406     0.0018  0.1340
      8   0.0498  0.0362     0.0004  0.1169
      9   0.0358  0.0266     0.0001  0.0825
     10   0.0397  0.0269     0.0003  0.0867
     11   0.0341  0.0255     0.0001  0.0798
     12   0.0383  0.0255     0.0013  0.0833
     13   0.0176  0.0131     0.0000  0.0387
     14   0.0189  0.0127     0.0001  0.0394
     15   0.0205  0.0125     0.0004  0.0404
     16   0.0223  0.0124     0.0015  0.0417
     17   0.0239  0.0125     0.0027  0.0438
     18   0.0255  0.0127     0.0039  0.0458
     19   0.0204  0.0100     0.0018  0.0348

