Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2478  2.3781    -9.0652 -1.6801
      1  -3.1855  1.2720    -5.1379 -1.4281
      2  -2.2760  0.8627    -3.4004 -1.2687
      3  -2.8245  0.6172    -3.5371 -2.3851
      4  -2.5397  0.5570    -3.0540 -2.2300
      5  -2.6944  0.5256    -3.1445 -2.4785
      6  -2.6398  0.3942    -2.8990 -2.4741
      7  -2.6554  0.2953    -2.8984 -2.6445
      8  -2.6706  0.8556    -3.2877 -2.2947
      9  -2.6748  0.6981    -3.1241 -2.4045
     10  -2.6927  0.5828    -3.0974 -2.4795
     11  -2.6522  0.4337    -2.9009 -2.4846
     12  -2.6282  0.3724    -2.8933 -2.4602
     13  -2.6250  0.2780    -2.8921 -2.4869
     14  -2.6135  0.2246    -2.8890 -2.4742
     15  -2.6334  0.1717    -2.8898 -2.6405
     16  -2.6357  0.1272    -2.8897 -2.6450
     17  -2.6322  0.1098    -2.8887 -2.6432
     18  -2.6374  0.0801    -2.8889 -2.6491
     19  -2.6381  0.0587    -2.8888 -2.6503

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0589     0.0063  0.1898
      1   0.1012  0.0590     0.0061  0.1898
      2   0.1010  0.0588     0.0069  0.1897
      3   0.1020  0.0586     0.0070  0.1899
      4   0.1030  0.0585     0.0074  0.1901
      5   0.1035  0.0584     0.0077  0.1902
      6   0.1136  0.0555     0.0153  0.1916
      7   0.1220  0.0523     0.0246  0.1926
      8   0.0490  0.0357     0.0001  0.1138
      9   0.0546  0.0362     0.0016  0.1198
     10   0.0595  0.0368     0.0045  0.1254
     11   0.0636  0.0360     0.0099  0.1283
     12   0.0677  0.0368     0.0130  0.1342
     13   0.0699  0.0362     0.0166  0.1355
     14   0.0739  0.0366     0.0200  0.1403
     15   0.0791  0.0368     0.0238  0.1453
     16   0.0811  0.0362     0.0270  0.1466
     17   0.0848  0.0370     0.0291  0.1516
     18   0.0884  0.0367     0.0327  0.1546
     19   0.0897  0.0363     0.0350  0.1553

