trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  235 140.00  0.00 800.00  0.71  1
  1  716 400.00  0.00 800.00 104.00  0
  2  745 420.00  0.00 800.00  8.60  1
  3  822 460.00  0.00 800.00 26.00  0
  4  695 390.00  0.00 800.00 21.50  0
  5  676 380.00  0.00 800.00 17.20  1
  6  676 370.00  0.00 800.00 12.90  1
  7  676 380.00  0.00 800.00 21.50  0
  8  676 380.00  0.00 800.00 21.50  1
  9  713 400.00  0.00 800.00 21.50  0
 10  765 430.00  0.00 800.00 12.90  1
 11  713 400.00  0.00 800.00 26.00  0
 12  713 400.00  0.00 800.00 26.00  0
 13  676 380.00  0.00 800.00 17.20  1
 14  784 440.00  0.00 800.00 17.20  1
 15  802 450.00  0.00 800.00 17.20  0
 16  731 410.00  0.00 800.00 21.50  0
 17  802 440.00  0.00 800.00 12.90  1
 18  802 460.00  0.00 800.00 12.90  1
 19  802 430.00  0.00 800.00 21.50  0
