Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8710  2.0406    -9.1295 -2.8307
      1  -7.4238  1.2244    -6.5418 -5.8911
      2  -8.2010  0.8856    -3.7544 -7.3904
      3  -8.6174  0.7380    -2.2307 -8.0958
      4  -8.8533  0.6639    -1.3520 -8.4678
      5  -8.9722  0.5738    -0.9876 -8.7118
      6  -9.0030  0.4319    -0.9682 -8.7358
      7  -9.0191  0.3350    -0.9582 -8.7491
      8  -9.0944  0.2926    -0.7129 -8.9511
      9  -9.1054  0.2320    -0.6989 -8.9592
     10  -9.1109  0.1920    -0.6928 -8.9631
     11  -9.1160  0.1669    -0.6835 -8.9680
     12  -9.1177  0.1529    -0.6815 -8.9694
     13  -9.1194  0.1446    -0.6782 -8.9712
     14  -9.1202  0.1404    -0.6768 -8.9720
     15  -9.1227  0.1363    -0.6706 -8.9748
     16  -9.1232  0.1350    -0.6697 -8.9753
     17  -9.1388  0.1234    -0.6239 -8.9892
     18  -9.1404  0.1216    -0.6200 -8.9911
     19  -9.1406  0.1212    -0.6195 -8.9914

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1046  0.0580     0.0072  0.1902
      1   0.1053  0.0575     0.0087  0.1903
      2   0.1063  0.0569     0.0109  0.1904
      3   0.1087  0.0561     0.0140  0.1907
      4   0.1120  0.0551     0.0168  0.1912
      5   0.1184  0.0535     0.0224  0.1922
      6   0.1222  0.0512     0.0301  0.1926
      7   0.1245  0.0496     0.0355  0.1928
      8   0.1279  0.0487     0.0386  0.1933
      9   0.1318  0.0468     0.0450  0.1937
     10   0.1339  0.0454     0.0496  0.1939
     11   0.1367  0.0439     0.0545  0.1942
     12   0.1377  0.0432     0.0568  0.1943
     13   0.1390  0.0423     0.0597  0.1944
     14   0.1397  0.0418     0.0615  0.1944
     15   0.1416  0.0408     0.0648  0.1946
     16   0.1422  0.0404     0.0661  0.1947
     17   0.1453  0.0394     0.0699  0.1952
     18   0.1468  0.0386     0.0725  0.1953
     19   0.1471  0.0383     0.0735  0.1953

