Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3880  2.2916    -9.0787 -1.9539
      1  -7.2981  1.2800    -6.9954 -5.6401
      2  -6.2846  0.8149    -7.3565 -5.5459
      3  -5.7356  0.6612    -6.4266 -5.3033
      4  -5.3994  0.7625    -6.0198 -4.4402
      5  -4.8285  1.2927    -6.0474 -2.0440
      6  -3.9182  1.6259    -6.3945 -1.1557
      7  -4.4642  1.2464    -6.1520 -2.3332
      8  -4.7358  1.0118    -6.0028 -3.3474
      9  -4.3819  1.1820    -6.1912 -2.5967
     10  -4.3729  0.9755    -5.6393 -3.0417
     11  -4.4995  0.8019    -5.5607 -3.5960
     12  -4.5827  0.6708    -5.5284 -3.9177
     13  -4.8185  0.7677    -5.8524 -4.0774
     14  -4.8238  0.6394    -5.7724 -4.1709
     15  -4.7224  0.5646    -5.5272 -4.1133
     16  -4.8049  0.4963    -5.5762 -4.2929
     17  -4.8604  0.4370    -5.6066 -4.4482
     18  -4.8104  0.3790    -5.4793 -4.4233
     19  -4.8581  0.3401    -5.4947 -4.5146

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0587     0.0070  0.1899
      1   0.1020  0.0587     0.0070  0.1899
      2   0.1008  0.0592     0.0056  0.1898
      3   0.0999  0.0596     0.0044  0.1896
      4   0.0931  0.0619     0.0016  0.1888
      5   0.0332  0.0347     0.0001  0.1029
      6   0.0102  0.0086     0.0000  0.0239
      7   0.0124  0.0097     0.0000  0.0275
      8   0.0146  0.0105     0.0001  0.0315
      9   0.0107  0.0077     0.0000  0.0213
     10   0.0115  0.0073     0.0001  0.0220
     11   0.0127  0.0076     0.0001  0.0240
     12   0.0138  0.0077     0.0004  0.0253
     13   0.0119  0.0067     0.0001  0.0206
     14   0.0122  0.0065     0.0004  0.0206
     15   0.0129  0.0067     0.0006  0.0221
     16   0.0138  0.0070     0.0008  0.0239
     17   0.0146  0.0071     0.0010  0.0250
     18   0.0155  0.0072     0.0013  0.0259
     19   0.0163  0.0074     0.0016  0.0267

