Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.5877  1.6566    -9.2023 -4.2525
      1  -5.3171  0.9892    -6.7771 -4.0627
      2  -4.6562  0.7029    -5.5199 -3.9451
      3  -4.2280  0.6322    -4.8474 -3.6129
      4  -4.0546  0.5952    -4.5838 -3.4331
      5  -3.8090  0.6969    -4.4031 -2.8872
      6  -3.4643  0.9337    -4.2504 -2.0209
      7  -3.0211  1.1657    -4.2887 -1.2307
      8  -3.2598  0.8998    -4.1631 -2.2095
      9  -2.9773  1.1463    -4.6325 -1.6036
     10  -3.0375  0.9162    -3.9975 -2.1278
     11  -3.0779  0.7396    -3.8994 -2.4177
     12  -2.9099  0.9101    -3.8745 -2.1237
     13  -2.9094  0.7303    -3.6902 -2.3005
     14  -2.9342  0.6037    -3.6704 -2.4370
     15  -2.8700  0.5086    -3.5465 -2.4265
     16  -2.7398  0.7411    -3.5082 -2.1513
     17  -2.7422  0.6029    -3.4327 -2.2462
     18  -2.7519  0.5001    -3.4195 -2.3620
     19  -2.7012  0.4273    -3.3488 -2.3357

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0588     0.0053  0.1899
      1   0.1019  0.0590     0.0047  0.1899
      2   0.1017  0.0591     0.0047  0.1898
      3   0.0991  0.0603     0.0030  0.1896
      4   0.0978  0.0603     0.0036  0.1893
      5   0.0790  0.0596     0.0014  0.1837
      6   0.0349  0.0326     0.0001  0.0989
      7   0.0159  0.0131     0.0001  0.0385
      8   0.0193  0.0142     0.0001  0.0432
      9   0.0125  0.0088     0.0000  0.0261
     10   0.0141  0.0090     0.0001  0.0274
     11   0.0155  0.0091     0.0003  0.0292
     12   0.0126  0.0076     0.0001  0.0238
     13   0.0136  0.0076     0.0003  0.0248
     14   0.0146  0.0077     0.0007  0.0258
     15   0.0156  0.0078     0.0011  0.0267
     16   0.0118  0.0061     0.0002  0.0198
     17   0.0125  0.0060     0.0006  0.0201
     18   0.0131  0.0060     0.0008  0.0205
     19   0.0138  0.0061     0.0011  0.0211

