Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.0114  2.5091    -9.0411 -1.2273
      1  -2.9634  1.3940    -5.1334 -0.9892
      2  -3.9750  0.8574    -5.2271 -2.9543
      3  -4.6499  0.6185    -5.4107 -4.2191
      4  -4.3432  0.4917    -4.8724 -4.0317
      5  -4.1886  0.4681    -4.6442 -3.8914
      6  -4.2361  0.3384    -4.6419 -4.2174
      7  -4.2123  0.2531    -4.4739 -4.2180
      8  -4.2098  0.1919    -4.4723 -4.2187
      9  -4.2123  0.1424    -4.4720 -4.2201
     10  -4.2140  0.1098    -4.4718 -4.2213
     11  -4.2130  0.0901    -4.4709 -4.2215
     12  -4.2672  0.2047    -4.6904 -4.2215
     13  -4.2281  0.1617    -4.5931 -4.2196
     14  -4.2319  0.1291    -4.5921 -4.2230
     15  -4.2338  0.1088    -4.5912 -4.2249
     16  -4.2347  0.0965    -4.5903 -4.2260
     17  -4.2360  0.0883    -4.5901 -4.2273
     18  -4.2327  0.0796    -4.5648 -4.2272
     19  -4.2303  0.0734    -4.5391 -4.2272

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0588     0.0067  0.1898
      1   0.1016  0.0587     0.0069  0.1898
      2   0.1013  0.0588     0.0066  0.1897
      3   0.1008  0.0592     0.0054  0.1897
      4   0.1023  0.0591     0.0062  0.1901
      5   0.1018  0.0595     0.0060  0.1901
      6   0.1132  0.0560     0.0138  0.1916
      7   0.1210  0.0530     0.0222  0.1926
      8   0.1224  0.0519     0.0264  0.1927
      9   0.1232  0.0512     0.0290  0.1927
     10   0.1240  0.0505     0.0313  0.1928
     11   0.1247  0.0499     0.0334  0.1928
     12   0.0697  0.0396     0.0143  0.1440
     13   0.0750  0.0407     0.0162  0.1506
     14   0.0765  0.0402     0.0187  0.1513
     15   0.0775  0.0398     0.0206  0.1517
     16   0.0781  0.0396     0.0217  0.1521
     17   0.0791  0.0393     0.0230  0.1527
     18   0.0803  0.0390     0.0245  0.1534
     19   0.0813  0.0388     0.0260  0.1541

