Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6807  2.6965    -9.0078 -0.5886
      1  -7.0334  1.4061    -7.9524 -5.1269
      2  -5.8930  0.8530    -7.0818 -5.0200
      3  -6.4464  0.6410    -7.2636 -5.9972
      4  -6.7402  0.6005    -7.5157 -6.4514
      5  -6.9145  0.6075    -7.8869 -6.6781
      6  -7.2673  0.9830    -8.9555 -6.7522
      7  -7.6799  1.2413    -7.5112 -6.6320
      8  -7.9759  1.3768    -4.2850 -5.9373
      9  -8.1134  1.0941    -4.1584 -7.1558
     10  -8.1878  0.8977    -4.0931 -7.2901
     11  -8.3611  0.8372    -3.1724 -7.5149
     12  -8.4224  0.7170    -3.0319 -7.6473
     13  -8.5786  0.8036    -2.0580 -7.7942
     14  -8.6221  0.6696    -2.0171 -7.8869
     15  -8.6630  0.5790    -1.9381 -7.9476
     16  -8.6802  0.5184    -1.9174 -7.9713
     17  -8.7071  0.4749    -1.8488 -8.0213
     18  -8.7184  0.4494    -1.8257 -8.0451
     19  -8.7254  0.4335    -1.8121 -8.0618

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1024  0.0586     0.0072  0.1899
      1   0.1014  0.0588     0.0065  0.1898
      2   0.1002  0.0592     0.0054  0.1896
      3   0.1004  0.0591     0.0058  0.1896
      4   0.0994  0.0595     0.0052  0.1895
      5   0.0968  0.0601     0.0045  0.1891
      6   0.0429  0.0406     0.0004  0.1271
      7   0.0178  0.0146     0.0001  0.0431
      8   0.0128  0.0086     0.0001  0.0260
      9   0.0134  0.0084     0.0002  0.0263
     10   0.0137  0.0082     0.0006  0.0264
     11   0.0136  0.0078     0.0006  0.0255
     12   0.0143  0.0079     0.0008  0.0263
     13   0.0116  0.0060     0.0005  0.0198
     14   0.0121  0.0060     0.0007  0.0201
     15   0.0127  0.0061     0.0008  0.0205
     16   0.0131  0.0061     0.0010  0.0207
     17   0.0137  0.0062     0.0011  0.0216
     18   0.0142  0.0062     0.0013  0.0225
     19   0.0146  0.0062     0.0015  0.0231

