trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1291 720.00  0.00 800.00 52.00  0
  1  695 390.00  0.00 800.00 21.50  1
  2  716 400.00  0.00 800.00 104.00  0
  3  661 370.00  0.00 800.00 52.00  1
  4  769 430.00  0.00 800.00 52.00  1
  5  608 340.00  0.00 800.00 104.00  1
  6  716 400.00  0.00 800.00 104.00  0
  7  608 340.00  0.00 800.00 156.00  0
  8  608 360.00  0.00 800.00 156.00  0
  9  608 320.00  0.00 800.00 52.00  1
 10  608 360.00  0.00 800.00 52.00  1
 11  608 320.00  0.00 800.00 156.00  0
 12  608 320.00  0.00 800.00 156.00  1
 13  716 400.00  0.00 800.00 104.00  1
 14  716 410.00  0.00 800.00 52.00  1
 15  716 420.00  0.00 800.00 156.00  1
 16  951 530.00  0.00 800.00 156.00  1
 17    4  10.00  0.00 800.00  3.00  1
 18    3  10.00  0.00 800.00  2.00  1
 19    3  30.00  0.00 800.00  1.00  1
