Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.5554  2.1981    -9.0957 -2.2751
      1  -3.7659  1.2181    -5.6748 -2.0899
      2  -4.7417  0.7482    -5.7692 -3.9733
      3  -5.1488  0.5898    -5.8745 -4.7242
      4  -4.8643  0.4696    -5.4131 -4.5668
      5  -4.7169  0.4315    -5.1866 -4.4926
      6  -4.7656  0.3220    -5.1917 -4.7441
      7  -4.7735  0.2437    -5.1861 -4.7501
      8  -4.7759  0.1919    -5.1821 -4.7526
      9  -4.7773  0.1585    -5.1794 -4.7544
     10  -4.7792  0.1387    -5.1799 -4.7560
     11  -4.7793  0.1262    -5.1787 -4.7564
     12  -4.7791  0.1188    -5.1777 -4.7566
     13  -4.7750  0.0985    -5.1656 -4.7565
     14  -4.7751  0.0961    -5.1655 -4.7565
     15  -4.7739  0.0911    -5.1616 -4.7565
     16  -4.7739  0.0903    -5.1614 -4.7565
     17  -4.7738  0.0898    -5.1609 -4.7565
     18  -4.7719  0.0859    -5.1539 -4.7564
     19  -4.7721  0.0859    -5.1545 -4.7565

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0067  0.1899
      1   0.1020  0.0588     0.0066  0.1899
      2   0.1012  0.0589     0.0061  0.1897
      3   0.1017  0.0586     0.0068  0.1898
      4   0.1022  0.0580     0.0083  0.1897
      5   0.1013  0.0577     0.0087  0.1894
      6   0.1118  0.0551     0.0161  0.1911
      7   0.1153  0.0532     0.0224  0.1915
      8   0.1173  0.0520     0.0264  0.1916
      9   0.1190  0.0510     0.0297  0.1918
     10   0.1222  0.0499     0.0334  0.1922
     11   0.1239  0.0490     0.0361  0.1924
     12   0.1255  0.0483     0.0384  0.1926
     13   0.1264  0.0476     0.0412  0.1927
     14   0.1276  0.0470     0.0430  0.1928
     15   0.1279  0.0467     0.0439  0.1928
     16   0.1286  0.0463     0.0451  0.1929
     17   0.1289  0.0461     0.0458  0.1929
     18   0.1295  0.0457     0.0475  0.1930
     19   0.1305  0.0452     0.0489  0.1931

