Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.8663  1.5257    -8.4730 -4.7979
      1  -5.5959  0.9063    -6.8106 -4.5742
      2  -5.0590  0.7072    -5.8055 -4.3896
      3  -5.3786  0.6310    -5.9902 -5.0786
      4  -5.2252  0.6031    -5.7262 -4.9785
      5  -5.2338  0.4561    -5.6852 -5.0382
      6  -5.2399  0.3544    -5.6619 -5.0619
      7  -5.2791  0.2481    -5.6693 -5.2726
      8  -5.2877  0.1843    -5.6673 -5.2775
      9  -5.2902  0.1440    -5.6651 -5.2788
     10  -5.2894  0.1180    -5.6575 -5.2789
     11  -5.2890  0.1022    -5.6529 -5.2790
     12  -5.2887  0.0930    -5.6500 -5.2791
     13  -5.2902  0.0858    -5.6505 -5.2804
     14  -5.2899  0.0825    -5.6483 -5.2804
     15  -5.2902  0.0806    -5.6482 -5.2807
     16  -5.2906  0.0791    -5.6482 -5.2811
     17  -5.2904  0.0784    -5.6471 -5.2811
     18  -5.2902  0.0777    -5.6455 -5.2811
     19  -5.2902  0.0774    -5.6454 -5.2812

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0591     0.0043  0.1899
      1   0.1006  0.0597     0.0027  0.1897
      2   0.1002  0.0599     0.0026  0.1897
      3   0.1024  0.0594     0.0026  0.1901
      4   0.1030  0.0592     0.0026  0.1901
      5   0.1066  0.0572     0.0093  0.1905
      6   0.1088  0.0559     0.0144  0.1907
      7   0.1173  0.0528     0.0245  0.1918
      8   0.1204  0.0510     0.0304  0.1921
      9   0.1214  0.0502     0.0331  0.1922
     10   0.1220  0.0497     0.0348  0.1922
     11   0.1224  0.0494     0.0357  0.1923
     12   0.1227  0.0492     0.0364  0.1923
     13   0.1240  0.0485     0.0387  0.1924
     14   0.1242  0.0483     0.0392  0.1924
     15   0.1245  0.0481     0.0400  0.1925
     16   0.1252  0.0477     0.0414  0.1925
     17   0.1253  0.0476     0.0416  0.1925
     18   0.1254  0.0475     0.0419  0.1926
     19   0.1256  0.0474     0.0424  0.1926

