Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2824  2.3564    -9.0685 -1.7503
      1  -3.2386  1.2577    -5.1642 -1.5082
      2  -4.2490  0.7633    -5.2569 -3.4631
      3  -4.7788  0.6391    -5.4998 -4.3492
      4  -4.5835  0.4831    -5.0527 -4.2715
      5  -4.7394  0.4544    -5.1858 -4.5436
      6  -4.7461  0.3505    -5.1644 -4.5774
      7  -4.7477  0.2841    -5.1517 -4.5921
      8  -4.7483  0.2418    -5.1431 -4.6018
      9  -4.7256  0.1587    -5.0014 -4.5978
     10  -4.7182  0.1253    -4.9953 -4.5968
     11  -4.7189  0.1113    -4.9952 -4.6006
     12  -4.7199  0.1019    -4.9952 -4.6063
     13  -4.7205  0.0966    -4.9951 -4.6100
     14  -4.7175  0.0889    -4.9924 -4.6087
     15  -4.7182  0.0863    -4.9924 -4.6122
     16  -4.7184  0.0853    -4.9924 -4.6134
     17  -4.7176  0.0834    -4.9917 -4.6132
     18  -4.7179  0.0826    -4.9917 -4.6148
     19  -4.7181  0.0821    -4.9917 -4.6159

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0589     0.0063  0.1898
      1   0.1009  0.0590     0.0060  0.1897
      2   0.1009  0.0592     0.0054  0.1897
      3   0.0989  0.0598     0.0040  0.1894
      4   0.1036  0.0584     0.0071  0.1902
      5   0.1051  0.0580     0.0075  0.1904
      6   0.1078  0.0564     0.0129  0.1906
      7   0.1091  0.0556     0.0159  0.1908
      8   0.1101  0.0550     0.0181  0.1908
      9   0.1153  0.0528     0.0248  0.1915
     10   0.1184  0.0514     0.0293  0.1918
     11   0.1187  0.0511     0.0302  0.1918
     12   0.1192  0.0508     0.0314  0.1919
     13   0.1195  0.0505     0.0322  0.1919
     14   0.1214  0.0496     0.0352  0.1921
     15   0.1217  0.0494     0.0359  0.1922
     16   0.1218  0.0493     0.0362  0.1922
     17   0.1226  0.0489     0.0376  0.1922
     18   0.1227  0.0487     0.0380  0.1922
     19   0.1228  0.0487     0.0382  0.1922

