Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9950  1.9557    -9.1403 -3.1230
      1  -4.4705  1.1189    -6.2216 -2.9773
      2  -3.6806  0.7390    -4.7069 -2.9030
      3  -3.1650  0.6058    -3.8199 -2.6993
      4  -2.8877  0.6501    -3.4057 -2.4249
      5  -2.6588  0.9602    -3.4247 -1.4898
      6  -2.7506  0.7199    -3.3110 -2.3836
      7  -2.6621  0.6170    -3.1008 -2.3470
      8  -2.6818  0.4609    -3.0821 -2.6064
      9  -2.6810  0.3495    -3.0693 -2.6468
     10  -2.6819  0.2833    -3.0740 -2.6510
     11  -2.6817  0.2321    -3.0791 -2.6526
     12  -2.6794  0.1871    -3.0772 -2.6532
     13  -2.6769  0.1532    -3.0731 -2.6535
     14  -2.6788  0.1379    -3.0801 -2.6538
     15  -2.6810  0.1286    -3.0863 -2.6540
     16  -2.6922  0.1337    -3.1070 -2.6548
     17  -2.6914  0.1269    -3.1056 -2.6548
     18  -2.6905  0.1224    -3.1042 -2.6547
     19  -2.6731  0.0951    -3.0647 -2.6537

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0589     0.0059  0.1898
      1   0.1012  0.0589     0.0060  0.1897
      2   0.1016  0.0587     0.0066  0.1898
      3   0.0999  0.0591     0.0052  0.1894
      4   0.0937  0.0600     0.0028  0.1881
      5   0.0559  0.0498     0.0001  0.1568
      6   0.0676  0.0504     0.0010  0.1647
      7   0.0767  0.0525     0.0028  0.1725
      8   0.0857  0.0512     0.0081  0.1761
      9   0.0920  0.0499     0.0142  0.1784
     10   0.0980  0.0496     0.0185  0.1814
     11   0.1030  0.0495     0.0222  0.1837
     12   0.1066  0.0488     0.0256  0.1849
     13   0.1084  0.0481     0.0282  0.1853
     14   0.1118  0.0481     0.0299  0.1867
     15   0.1148  0.0481     0.0314  0.1879
     16   0.1150  0.0493     0.0303  0.1888
     17   0.1164  0.0488     0.0318  0.1891
     18   0.1173  0.0485     0.0329  0.1892
     19   0.1222  0.0460     0.0402  0.1899

