Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1562  2.5008    -9.0635 -1.0777
      1  -2.8985  1.4151    -4.9133 -0.5506
      2  -1.8562  1.0530    -3.1393 -0.3003
      3  -2.5855  0.6563    -3.2868 -2.1260
      4  -2.8507  0.5820    -3.4117 -2.6029
      5  -2.6793  0.5421    -3.0917 -2.4595
      6  -2.6900  0.4175    -3.0767 -2.6449
      7  -2.6521  0.3001    -2.8956 -2.6446
      8  -2.6396  0.2326    -2.8902 -2.6441
      9  -2.6435  0.1751    -2.8901 -2.6502
     10  -2.6439  0.1491    -2.8903 -2.6513
     11  -2.6407  0.1063    -2.8891 -2.6514
     12  -2.6497  0.3035    -2.8909 -2.6467
     13  -2.7021  0.8577    -3.0724 -2.3775
     14  -2.7611  1.3661    -6.4349 -1.7837
     15  -2.6083  1.0399    -3.9768 -1.9327
     16  -2.5598  0.7992    -2.9761 -2.1532
     17  -2.5370  0.6142    -2.8950 -2.2713
     18  -2.5923  0.5854    -2.8994 -2.3844
     19  -2.6152  0.4977    -2.8987 -2.4085

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1026  0.0585     0.0070  0.1900
      1   0.1035  0.0583     0.0072  0.1901
      2   0.1040  0.0583     0.0075  0.1902
      3   0.1074  0.0578     0.0077  0.1908
      4   0.1061  0.0577     0.0077  0.1905
      5   0.1090  0.0572     0.0091  0.1910
      6   0.1175  0.0543     0.0179  0.1921
      7   0.1257  0.0506     0.0304  0.1930
      8   0.1320  0.0481     0.0396  0.1939
      9   0.1382  0.0448     0.0518  0.1945
     10   0.1421  0.0433     0.0578  0.1951
     11   0.1450  0.0412     0.0647  0.1953
     12   0.1060  0.0458     0.0282  0.1811
     13   0.0497  0.0331     0.0001  0.1066
     14   0.0234  0.0187     0.0000  0.0543
     15   0.0255  0.0181     0.0001  0.0552
     16   0.0280  0.0177     0.0001  0.0571
     17   0.0302  0.0173     0.0020  0.0587
     18   0.0323  0.0184     0.0025  0.0626
     19   0.0353  0.0191     0.0043  0.0669

