Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6206  2.7262    -9.0012 -0.4953
      1  -2.3080  1.4575    -4.5813 -0.2557
      2  -3.4586  0.8604    -4.6926 -2.4426
      3  -4.1202  0.6270    -4.8391 -3.6844
      4  -3.8330  0.4994    -4.3812 -3.5084
      5  -3.9856  0.4663    -4.4552 -3.7652
      6  -3.9863  0.3702    -4.4409 -3.8014
      7  -3.9668  0.2587    -4.4042 -3.8058
      8  -3.9685  0.2115    -4.3997 -3.8261
      9  -3.9635  0.1726    -4.3865 -3.8273
     10  -3.9647  0.1539    -4.3850 -3.8378
     11  -3.9625  0.1399    -4.3774 -3.8380
     12  -3.9610  0.1323    -4.3720 -3.8382
     13  -3.9641  0.1255    -4.3723 -3.8595
     14  -3.9630  0.1220    -4.3676 -3.8593
     15  -3.9623  0.1199    -4.3645 -3.8593
     16  -3.9638  0.1175    -4.3647 -3.8720
     17  -3.9642  0.1166    -4.3646 -3.8761
     18  -3.9638  0.1157    -4.3626 -3.8760
     19  -3.9633  0.1149    -4.3604 -3.8758

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0070  0.1899
      1   0.1022  0.0585     0.0073  0.1899
      2   0.1018  0.0588     0.0066  0.1899
      3   0.1013  0.0592     0.0055  0.1898
      4   0.1015  0.0586     0.0067  0.1897
      5   0.1017  0.0579     0.0073  0.1895
      6   0.1045  0.0564     0.0122  0.1898
      7   0.1068  0.0551     0.0170  0.1900
      8   0.1085  0.0542     0.0200  0.1902
      9   0.1094  0.0537     0.0220  0.1903
     10   0.1103  0.0532     0.0235  0.1904
     11   0.1108  0.0528     0.0246  0.1905
     12   0.1112  0.0526     0.0255  0.1905
     13   0.1126  0.0520     0.0276  0.1907
     14   0.1130  0.0518     0.0283  0.1907
     15   0.1132  0.0516     0.0287  0.1907
     16   0.1141  0.0512     0.0299  0.1908
     17   0.1144  0.0510     0.0305  0.1909
     18   0.1145  0.0509     0.0308  0.1909
     19   0.1147  0.0508     0.0312  0.1909

