Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6125  2.7298    -9.0003 -0.4855
      1  -2.3003  1.4584    -4.5793 -0.2498
      2  -3.4566  0.8602    -4.6917 -2.4417
      3  -2.8055  0.6203    -3.5088 -2.3660
      4  -3.0820  0.5344    -3.6492 -2.7751
      5  -2.9152  0.4999    -3.3457 -2.6775
      6  -2.7794  0.8634    -3.4285 -2.1630
      7  -2.6662  0.7857    -3.1527 -2.0703
      8  -2.7010  0.6008    -3.1330 -2.4419
      9  -2.7188  0.4995    -3.1330 -2.6417
     10  -2.6825  0.3775    -3.0831 -2.6426
     11  -2.7000  0.9022    -3.3292 -2.1665
     12  -2.6852  0.7055    -3.1272 -2.3914
     13  -2.6623  0.5326    -3.0820 -2.4263
     14  -2.6667  0.4240    -3.0686 -2.4900
     15  -2.6415  0.3261    -2.9564 -2.4892
     16  -2.6224  0.2765    -2.8951 -2.4703
     17  -2.6347  0.2170    -2.8953 -2.5690
     18  -2.6400  0.1675    -2.8951 -2.6423
     19  -2.6285  0.1874    -2.8918 -2.5580

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0071  0.1898
      1   0.1020  0.0586     0.0072  0.1899
      2   0.1019  0.0588     0.0067  0.1899
      3   0.1013  0.0589     0.0063  0.1898
      4   0.1013  0.0586     0.0069  0.1897
      5   0.1028  0.0584     0.0073  0.1900
      6   0.0516  0.0416     0.0001  0.1324
      7   0.0550  0.0432     0.0003  0.1393
      8   0.0634  0.0434     0.0033  0.1463
      9   0.0708  0.0445     0.0070  0.1545
     10   0.0759  0.0439     0.0116  0.1578
     11   0.0317  0.0228     0.0001  0.0712
     12   0.0354  0.0227     0.0009  0.0744
     13   0.0376  0.0223     0.0037  0.0756
     14   0.0407  0.0225     0.0068  0.0792
     15   0.0433  0.0224     0.0090  0.0815
     16   0.0460  0.0231     0.0106  0.0854
     17   0.0490  0.0233     0.0136  0.0884
     18   0.0514  0.0232     0.0155  0.0905
     19   0.0485  0.0218     0.0146  0.0851

