trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  958 540.00  0.00 800.00  3.00  1
  1  754 420.00  0.00 800.00 260.00  0
  2  822 460.00  0.00 800.00 26.00  1
  3  698 390.00  0.00 800.00 104.00  0
  4  769 430.00  0.00 800.00 52.00  0
  5  661 370.00  0.00 800.00 52.00  0
  6  804 450.00  0.00 800.00 26.00  1
  7  679 380.00  0.00 800.00 52.00  1
  8  661 370.00  0.00 800.00 52.00  0
  9  697 390.00  0.00 800.00 52.00  0
 10  750 420.00  0.00 800.00 26.00  1
 11  697 410.00  0.00 800.00 26.00  1
 12  697 400.00  0.00 800.00 104.00  0
 13  679 380.00  0.00 800.00 52.00  0
 14  697 400.00  0.00 800.00 104.00  0
 15  697 370.00  0.00 800.00 26.00  0
 16  588 330.00  0.00 800.00 26.00  1
 17  588 350.00  0.00 800.00 21.50  1
 18  660 370.00  0.00 800.00 26.00  0
 19 1421 790.00  0.00 800.00 520.00  0
