trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  845 470.00  0.00 800.00 520.00  0
  1  732 410.00  0.00 800.00 26.00  0
  2  654 370.00  0.00 800.00  6.44  1
  3  693 390.00  0.00 800.00 12.90  1
  4  694 390.00  0.00 800.00 17.20  1
  5  695 390.00  0.00 800.00 21.50  1
  6  750 420.00  0.00 800.00 26.00  0
  7  695 370.00  0.00 800.00 26.00  0
  8  695 410.00  0.00 800.00 17.20  0
  9  731 410.00  0.00 800.00 21.50  0
 10  747 420.00  0.00 800.00 12.90  1
 11  802 450.00  0.00 800.00 17.20  1
 12  713 400.00  0.00 800.00 21.50  0
 13  749 420.00  0.00 800.00 21.50  0
 14  749 400.00  0.00 800.00 26.00  0
 15  731 410.00  0.00 800.00 21.50  0
 16  622 350.00  0.00 800.00 17.20  0
 17  621 350.00  0.00 800.00 12.90  1
 18  675 380.00  0.00 800.00 12.90  0
 19 1421 790.00  0.00 800.00 520.00  0
