Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.8387  1.7518    -5.6121 -0.3032
      1  -4.2263  1.0051    -5.7387 -2.9661
      2  -3.4503  0.7120    -4.2832 -2.8476
      3  -3.0499  0.6895    -3.6501 -2.6234
      4  -3.2291  0.6280    -3.7862 -2.9578
      5  -3.1586  0.5308    -3.4259 -2.9398
      6  -3.1317  0.4176    -3.4172 -2.9432
      7  -3.1184  0.3343    -3.4141 -2.9453
      8  -3.1314  0.2327    -3.4137 -2.9838
      9  -3.1278  0.1844    -3.4128 -2.9849
     10  -3.1245  0.1564    -3.4123 -2.9817
     11  -3.0919  0.1766    -3.4099 -2.9407
     12  -3.0462  0.1900    -3.4049 -2.9213
     13  -3.1409  0.1241    -3.4131 -3.0474
     14  -3.1497  0.0906    -3.4135 -3.1340
     15  -3.1465  0.0865    -3.4133 -3.0943
     16  -3.1507  0.0699    -3.4135 -3.1534
     17  -3.1528  0.0606    -3.4136 -3.1659
     18  -3.1502  0.0635    -3.4134 -3.1436
     19  -3.1531  0.0557    -3.4136 -3.1663

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1010  0.0592     0.0051  0.1897
      1   0.1006  0.0592     0.0049  0.1897
      2   0.0998  0.0594     0.0042  0.1895
      3   0.0971  0.0602     0.0025  0.1891
      4   0.0983  0.0595     0.0031  0.1891
      5   0.1099  0.0583     0.0070  0.1916
      6   0.1174  0.0558     0.0142  0.1926
      7   0.1226  0.0539     0.0209  0.1932
      8   0.1264  0.0511     0.0312  0.1935
      9   0.1292  0.0496     0.0361  0.1938
     10   0.1322  0.0485     0.0396  0.1942
     11   0.1244  0.0507     0.0337  0.1931
     12   0.1145  0.0515     0.0296  0.1911
     13   0.1345  0.0476     0.0412  0.1943
     14   0.1377  0.0451     0.0493  0.1945
     15   0.1401  0.0449     0.0501  0.1950
     16   0.1418  0.0434     0.0554  0.1951
     17   0.1427  0.0426     0.0583  0.1951
     18   0.1449  0.0423     0.0594  0.1955
     19   0.1461  0.0412     0.0632  0.1955

