Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.5164  2.1361    -6.9308 -0.3709
      1  -1.8086  1.2275    -3.6176 -0.1979
      2  -2.6966  0.7953    -3.6988 -1.8850
      3  -3.0970  0.6221    -3.8502 -2.6465
      4  -2.7974  0.5352    -3.3092 -2.4876
      5  -2.6465  0.5208    -3.0720 -2.3914
      6  -2.6772  0.3920    -3.0655 -2.6410
      7  -2.9049  0.7610    -3.6044 -2.6395
      8  -2.8145  0.6541    -3.2267 -2.6055
      9  -2.9099  1.3681    -6.5506 -1.8314
     10  -2.7621  1.0509    -4.3044 -1.9957
     11  -2.7252  0.8185    -3.4194 -2.2398
     12  -3.2304  1.5667    -7.4280 -1.7761
     13  -3.0510  1.2347    -5.9367 -2.1103
     14  -2.9404  0.9584    -4.1664 -2.1996
     15  -2.8783  0.7523    -3.8331 -2.2496
     16  -2.7986  0.6221    -3.5840 -2.2427
     17  -2.7466  0.5167    -3.4128 -2.2384
     18  -2.7774  0.4343    -3.4127 -2.3891
     19  -2.7368  0.3738    -3.3419 -2.3831

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1006  0.0592     0.0056  0.1897
      1   0.1013  0.0589     0.0062  0.1898
      2   0.1008  0.0590     0.0057  0.1897
      3   0.1013  0.0586     0.0065  0.1897
      4   0.1028  0.0585     0.0073  0.1900
      5   0.1025  0.0587     0.0071  0.1900
      6   0.1134  0.0557     0.0148  0.1916
      7   0.0555  0.0406     0.0002  0.1317
      8   0.0605  0.0408     0.0022  0.1363
      9   0.0220  0.0196     0.0000  0.0567
     10   0.0240  0.0193     0.0001  0.0582
     11   0.0268  0.0193     0.0001  0.0605
     12   0.0098  0.0084     0.0000  0.0224
     13   0.0110  0.0081     0.0000  0.0235
     14   0.0119  0.0078     0.0001  0.0240
     15   0.0123  0.0076     0.0002  0.0243
     16   0.0134  0.0079     0.0005  0.0256
     17   0.0143  0.0080     0.0008  0.0264
     18   0.0153  0.0081     0.0010  0.0272
     19   0.0162  0.0083     0.0013  0.0283

