trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  850 480.00  0.00 800.00  3.00  0
  1  705 400.00  0.00 800.00  2.00  1
  2  742 420.00  0.00 800.00  3.00  1
  3  582 330.00  0.00 800.00  6.44  1
  4  568 320.00  0.00 800.00 17.20  0
  5  708 400.00  0.00 800.00  6.44  1
  6  914 510.00  0.00 800.00 104.00  0
  7  783 440.00  0.00 800.00 12.90  0
  8  817 460.00  0.00 800.00  8.60  0
  9  798 450.00  0.00 800.00  6.44  1
 10 1421 790.00  0.00 800.00 520.00  0
 11  819 460.00  0.00 800.00 12.90  0
 12  618 350.00  0.00 800.00  6.44  1
 13  763 430.00  0.00 800.00  8.60  1
 14  837 470.00  0.00 800.00 12.90  0
 15  836 470.00  0.00 800.00 10.80  0
 16  601 340.00  0.00 800.00  8.60  1
 17  763 430.00  0.00 800.00  8.60  0
 18  654 370.00  0.00 800.00  6.44  1
 19  763 450.00  0.00 800.00 10.80  0
