trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  964 540.00  0.00 800.00 17.20  0
  1  654 370.00  0.00 800.00  6.44  0
  2  705 400.00  0.00 800.00  2.00  1
  3  742 420.00  0.00 800.00  3.00  1
  4  707 400.00  0.00 800.00  4.30  1
  5  672 380.00  0.00 800.00  6.44  1
  6  674 380.00  0.00 800.00 10.80  0
  7  654 370.00  0.00 800.00  6.44  0
  8  672 380.00  0.00 800.00  6.44  1
  9  817 460.00  0.00 800.00  8.60  0
 10  636 360.00  0.00 800.00  6.44  0
 11 1417 790.00  0.00 800.00 52.00  0
 12  672 380.00  0.00 800.00  6.44  0
 13  581 330.00  0.00 800.00  4.30  0
 14 1418 790.00  0.00 800.00 104.00  0
 15 1419 790.00  0.00 800.00 156.00  0
 16  526 300.00  0.00 800.00  3.00  0
 17 1420 790.00  0.00 800.00 260.00  1
 18 1418 790.00  0.00 800.00 104.00  1
 19  716 400.00  0.00 800.00 104.00  1
