Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1619  1.9064    -9.1602 -3.4549
      1  -4.7464  1.1941    -6.4898 -3.1899
      2  -3.9154  0.9059    -4.9771 -2.5556
      3  -3.4404  0.8568    -4.2114 -1.7332
      4  -3.8321  0.5064    -4.3566 -3.5741
      5  -3.6766  0.5021    -4.1044 -3.4597
      6  -3.7144  0.3504    -4.0932 -3.6936
      7  -3.6904  0.2613    -3.9464 -3.6939
      8  -3.6926  0.1865    -3.9457 -3.6969
      9  -3.6898  0.1383    -3.9447 -3.6971
     10  -3.6297  0.3653    -3.9448 -3.4542
     11  -3.6414  0.2754    -3.9439 -3.4759
     12  -3.5416  0.3518    -3.9321 -3.4386
     13  -3.5815  0.3095    -3.9380 -3.4497
     14  -3.4865  0.3471    -3.9030 -3.4364
     15  -3.4526  0.2771    -3.8213 -3.4358
     16  -3.4338  0.2466    -3.6856 -3.4345
     17  -3.4250  0.2536    -3.6811 -3.4315
     18  -3.4293  0.1866    -3.6806 -3.4364
     19  -3.4264  0.1391    -3.6787 -3.4370

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0998  0.0595     0.0047  0.1896
      1   0.0990  0.0597     0.0046  0.1895
      2   0.0977  0.0601     0.0043  0.1893
      3   0.0950  0.0608     0.0039  0.1889
      4   0.1054  0.0582     0.0073  0.1905
      5   0.1066  0.0582     0.0066  0.1907
      6   0.1160  0.0547     0.0169  0.1919
      7   0.1236  0.0515     0.0277  0.1928
      8   0.1257  0.0498     0.0340  0.1929
      9   0.1264  0.0491     0.0365  0.1930
     10   0.0690  0.0401     0.0101  0.1431
     11   0.0726  0.0394     0.0151  0.1455
     12   0.0589  0.0328     0.0101  0.1170
     13   0.0596  0.0318     0.0127  0.1158
     14   0.0616  0.0357     0.0101  0.1263
     15   0.0679  0.0364     0.0138  0.1327
     16   0.0732  0.0375     0.0153  0.1396
     17   0.0725  0.0374     0.0142  0.1384
     18   0.0763  0.0365     0.0199  0.1409
     19   0.0792  0.0360     0.0236  0.1429

