Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.4833  1.7053    -9.1908 -4.0784
      1  -5.0904  0.9797    -6.5237 -3.9575
      2  -4.4367  0.7148    -5.2719 -3.7735
      3  -4.1452  0.6197    -4.7415 -3.7001
      4  -3.8502  0.6858    -4.4315 -3.1242
      5  -3.4984  1.0038    -4.2829 -1.4855
      6  -2.7909  1.4810    -4.8482 -0.4683
      7  -3.2669  1.0939    -4.4681 -1.6682
      8  -3.4579  0.8494    -4.3230 -2.5979
      9  -3.2374  1.0427    -4.5055 -2.0691
     10  -3.2780  0.8201    -4.1346 -2.5491
     11  -3.3291  0.6724    -4.0680 -2.8219
     12  -3.2127  0.6577    -3.8842 -2.7114
     13  -3.2330  0.5275    -3.8544 -2.9035
     14  -3.1690  0.4538    -3.6789 -2.8660
     15  -3.2023  0.3773    -3.6814 -2.9411
     16  -3.1556  0.3246    -3.6364 -2.9298
     17  -3.1836  0.2726    -3.6438 -2.9747
     18  -3.1317  0.2705    -3.5632 -2.9387
     19  -3.1449  0.2225    -3.5653 -2.9622

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0594     0.0045  0.1897
      1   0.0996  0.0596     0.0039  0.1895
      2   0.0991  0.0595     0.0040  0.1894
      3   0.1001  0.0591     0.0049  0.1895
      4   0.0926  0.0600     0.0026  0.1877
      5   0.0585  0.0525     0.0001  0.1641
      6   0.0150  0.0144     0.0000  0.0406
      7   0.0193  0.0164     0.0001  0.0479
      8   0.0232  0.0177     0.0001  0.0539
      9   0.0163  0.0120     0.0001  0.0357
     10   0.0183  0.0121     0.0001  0.0380
     11   0.0203  0.0124     0.0005  0.0403
     12   0.0205  0.0126     0.0006  0.0406
     13   0.0222  0.0126     0.0016  0.0423
     14   0.0238  0.0131     0.0023  0.0450
     15   0.0255  0.0134     0.0035  0.0471
     16   0.0272  0.0138     0.0048  0.0494
     17   0.0289  0.0141     0.0068  0.0520
     18   0.0288  0.0141     0.0066  0.0518
     19   0.0302  0.0141     0.0077  0.0531

