trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1245 700.00  0.00 800.00  2.00  0
  1  707 400.00  0.00 800.00  4.30  1
  2  603 340.00  0.00 800.00 12.90  1
  3  570 320.00  0.00 800.00 26.00  1
  4  645 360.00  0.00 800.00 156.00  0
  5  750 420.00  0.00 800.00 26.00  1
  6  769 430.00  0.00 800.00 52.00  0
  7  661 370.00  0.00 800.00 52.00  1
  8  716 400.00  0.00 800.00 104.00  0
  9  643 360.00  0.00 800.00 52.00  1
 10  805 450.00  0.00 800.00 52.00  0
 11  625 350.00  0.00 800.00 52.00  1
 12  823 460.00  0.00 800.00 52.00  0
 13  625 340.00  0.00 800.00 26.00  1
 14  805 450.00  0.00 800.00 52.00  1
 15  895 500.00  0.00 800.00 52.00  0
 16  769 430.00  0.00 800.00 52.00  1
 17  716 400.00  0.00 800.00 104.00  0
 18  733 410.00  0.00 800.00 52.00  1
 19  715 400.00  0.00 800.00 52.00  1
