trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  895 500.00  0.00 800.00 52.00  1
  1  881 490.00  0.00 800.00 520.00  0
  2  754 420.00  0.00 800.00 260.00  0
  3  753 420.00  0.00 800.00 156.00  0
  4  645 360.00  0.00 800.00 156.00  0
  5  698 390.00  0.00 800.00 104.00  0
  6  823 460.00  0.00 800.00 52.00  0
  7  786 440.00  0.00 800.00 26.00  1
  8  697 390.00  0.00 800.00 52.00  0
  9  660 370.00  0.00 800.00 26.00  1
 10  678 380.00  0.00 800.00 26.00  1
 11  625 350.00  0.00 800.00 52.00  0
 12  552 310.00  0.00 800.00 26.00  1
 13  570 320.00  0.00 800.00 26.00  1
 14  823 460.00  0.00 800.00 52.00  1
 15    1  10.00  0.00 800.00  0.71  1
 16  824 460.00  0.00 800.00 104.00  0
 17  553 310.00  0.00 800.00 52.00  0
 18    0  10.00  0.00 800.00  0.43  0
 19    0  10.00  0.00 800.00  0.71  0
