Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.6690  1.3348    -3.3409 -0.1763
      1  -2.4244  1.0376    -3.5976 -1.6107
      2  -2.8411  0.9667    -4.1550 -2.3270
      3  -3.2014  1.1131    -5.8041 -2.6775
      4  -3.8448  1.6185    -8.0569 -2.8051
      5  -3.2825  0.9224    -4.6468 -2.8346
      6  -3.3308  0.8262    -4.4353 -2.9941
      7  -3.7950  1.3263    -7.1882 -2.9496
      8  -3.5134  0.9423    -4.9776 -3.0164
      9  -3.4027  0.7159    -4.0958 -3.0665
     10  -3.5048  0.7126    -4.2057 -3.1833
     11  -3.4403  0.5517    -3.9334 -3.1878
     12  -3.6397  0.8775    -4.6467 -3.1916
     13  -3.5784  0.6681    -4.1807 -3.2240
     14  -3.5369  0.5163    -4.0346 -3.2393
     15  -3.6400  0.5977    -4.1766 -3.3415
     16  -3.6395  0.4715    -4.1491 -3.4343
     17  -3.6118  0.3719    -4.0623 -3.4353
     18  -3.6509  0.3313    -4.0942 -3.4594
     19  -3.6750  0.2821    -4.1064 -3.4868

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0978  0.0606     0.0005  0.1894
      1   0.0970  0.0608     0.0005  0.1892
      2   0.0961  0.0609     0.0006  0.1890
      3   0.0875  0.0617     0.0001  0.1869
      4   0.0487  0.0502     0.0000  0.1539
      5   0.0640  0.0514     0.0001  0.1644
      6   0.0727  0.0540     0.0001  0.1726
      7   0.0253  0.0236     0.0000  0.0683
      8   0.0308  0.0243     0.0001  0.0741
      9   0.0347  0.0244     0.0002  0.0779
     10   0.0319  0.0215     0.0001  0.0689
     11   0.0351  0.0215     0.0026  0.0722
     12   0.0217  0.0141     0.0001  0.0442
     13   0.0233  0.0137     0.0004  0.0453
     14   0.0249  0.0134     0.0021  0.0464
     15   0.0226  0.0126     0.0009  0.0421
     16   0.0240  0.0125     0.0024  0.0437
     17   0.0254  0.0124     0.0042  0.0450
     18   0.0267  0.0129     0.0052  0.0472
     19   0.0282  0.0133     0.0069  0.0493

