Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.8811  2.5826    -9.0280 -0.9769
      1  -2.6895  1.3888    -4.8513 -0.7224
      2  -3.7102  0.8448    -4.9494 -2.7030
      3  -3.0649  0.6089    -3.7705 -2.6234
      4  -3.3421  0.5303    -3.9223 -3.0309
      5  -3.1789  0.4784    -3.6242 -2.9421
      6  -3.1332  0.3816    -3.4205 -2.9347
      7  -3.1108  0.3294    -3.4146 -2.9214
      8  -3.1046  0.2679    -3.4127 -2.9252
      9  -2.7635  0.7008    -3.3320 -1.9741
     10  -2.5106  0.9346    -3.2185 -1.2738
     11  -2.1393  1.3391    -4.5327 -0.5581
     12  -2.2682  1.1004    -3.3530 -1.0805
     13  -2.3317  0.8927    -3.1330 -1.4565
     14  -2.1459  1.2206    -4.1493 -1.0130
     15  -2.0354  0.9650    -2.9961 -1.0501
     16  -1.8473  1.2934    -4.1008 -0.6174
     17  -1.7236  1.0288    -2.8234 -0.6259
     18  -1.5137  1.2418    -3.0613 -0.3588
     19  -1.4033  0.9925    -2.5272 -0.3575

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1023  0.0585     0.0073  0.1899
      2   0.1020  0.0587     0.0069  0.1899
      3   0.1013  0.0589     0.0065  0.1898
      4   0.1010  0.0587     0.0066  0.1896
      5   0.1020  0.0579     0.0078  0.1896
      6   0.1114  0.0565     0.0130  0.1914
      7   0.1160  0.0559     0.0163  0.1924
      8   0.1198  0.0543     0.0210  0.1928
      9   0.0363  0.0270     0.0013  0.0851
     10   0.0210  0.0156     0.0001  0.0478
     11   0.0103  0.0069     0.0000  0.0200
     12   0.0118  0.0073     0.0001  0.0220
     13   0.0131  0.0074     0.0001  0.0239
     14   0.0094  0.0053     0.0001  0.0160
     15   0.0098  0.0050     0.0001  0.0163
     16   0.0076  0.0038     0.0001  0.0123
     17   0.0080  0.0035     0.0001  0.0124
     18   0.0070  0.0028     0.0001  0.0098
     19   0.0073  0.0025     0.0002  0.0099

