Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6451  2.7154    -9.0041 -0.5247
      1  -2.3454  1.4600    -4.6104 -0.2758
      2  -1.2876  0.9496    -2.5866 -0.1556
      3  -1.9101  0.6727    -2.6465 -1.3502
      4  -2.1712  0.5604    -2.7912 -1.8513
      5  -2.4671  0.6062    -3.1478 -2.1755
      6  -2.3748  0.4146    -2.6748 -2.1675
      7  -2.2735  1.0176    -3.4301 -1.6481
      8  -2.2826  0.8405    -3.0320 -1.8863
      9  -2.5191  1.0600    -4.1990 -1.9659
     10  -2.3944  0.8123    -3.0830 -1.9925
     11  -2.4543  0.7514    -3.1115 -2.1317
     12  -2.3856  0.5742    -2.8552 -2.1340
     13  -2.3226  0.7271    -2.8353 -2.0018
     14  -2.4032  0.7380    -2.8940 -2.1214
     15  -2.3465  0.5653    -2.7759 -2.1240
     16  -2.2865  0.6619    -2.7060 -2.0099
     17  -2.2692  0.5139    -2.6375 -2.1152
     18  -2.3489  0.5577    -2.7763 -2.1308
     19  -2.3669  0.4784    -2.7776 -2.1522

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0585     0.0072  0.1899
      1   0.1028  0.0583     0.0076  0.1900
      2   0.1043  0.0578     0.0092  0.1902
      3   0.1028  0.0583     0.0082  0.1900
      4   0.1031  0.0580     0.0088  0.1900
      5   0.0965  0.0598     0.0049  0.1889
      6   0.1080  0.0569     0.0118  0.1907
      7   0.0365  0.0308     0.0001  0.0946
      8   0.0421  0.0325     0.0002  0.1030
      9   0.0281  0.0218     0.0001  0.0664
     10   0.0312  0.0216     0.0003  0.0687
     11   0.0328  0.0225     0.0008  0.0723
     12   0.0356  0.0223     0.0030  0.0745
     13   0.0284  0.0175     0.0010  0.0578
     14   0.0275  0.0168     0.0008  0.0550
     15   0.0295  0.0165     0.0027  0.0568
     16   0.0260  0.0148     0.0015  0.0500
     17   0.0277  0.0146     0.0033  0.0514
     18   0.0258  0.0135     0.0025  0.0472
     19   0.0273  0.0138     0.0036  0.0490

