Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6408  2.7158    -9.0034 -0.5301
      1  -1.9504  1.2802    -3.8462 -0.2400
      2  -1.0403  0.8946    -2.0861 -0.1312
      3  -1.5350  0.7108    -2.2122 -1.0760
      4  -1.2612  0.6560    -1.7595 -0.9518
      5  -1.1134  0.6459    -1.5208 -0.8349
      6  -1.1227  0.4962    -1.5099 -1.0650
      7  -1.0933  0.3600    -1.4510 -1.0654
      8  -1.0810  0.2636    -1.4286 -1.0658
      9  -1.0741  0.1977    -1.4069 -1.0661
     10  -1.0775  0.1493    -1.4068 -1.0704
     11  -1.0788  0.1177    -1.4064 -1.0725
     12  -1.0771  0.0974    -1.3960 -1.0726
     13  -1.0744  0.0828    -1.3656 -1.0725
     14  -1.0737  0.0754    -1.3574 -1.0725
     15  -1.2156  0.4032    -1.5716 -1.0248
     16  -1.2726  0.3611    -1.5767 -1.0914
     17  -1.3002  0.2956    -1.5783 -1.1367
     18  -1.3020  0.2252    -1.5779 -1.1592
     19  -1.2851  0.2119    -1.5743 -1.1304

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0071  0.1899
      1   0.1025  0.0586     0.0068  0.1900
      2   0.1039  0.0582     0.0082  0.1902
      3   0.1024  0.0588     0.0071  0.1900
      4   0.1030  0.0584     0.0080  0.1901
      5   0.1025  0.0586     0.0081  0.1900
      6   0.1128  0.0557     0.0150  0.1915
      7   0.1166  0.0535     0.0217  0.1918
      8   0.1180  0.0525     0.0251  0.1920
      9   0.1194  0.0517     0.0282  0.1921
     10   0.1218  0.0501     0.0333  0.1923
     11   0.1234  0.0491     0.0367  0.1924
     12   0.1239  0.0487     0.0380  0.1925
     13   0.1251  0.0480     0.0403  0.1926
     14   0.1255  0.0478     0.0413  0.1926
     15   0.0363  0.0185     0.0078  0.0674
     16   0.0396  0.0197     0.0091  0.0728
     17   0.0429  0.0201     0.0112  0.0763
     18   0.0442  0.0199     0.0136  0.0774
     19   0.0447  0.0201     0.0140  0.0787

