trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  471 270.00  0.00 800.00  2.00  1
  1  698 390.00  0.00 800.00 104.00  0
  2  656 370.00  0.00 800.00 10.80  1
  3  732 410.00  0.00 800.00 26.00  0
  4  694 390.00  0.00 800.00 17.20  0
  5  693 390.00  0.00 800.00 12.90  0
  6  727 410.00  0.00 800.00  8.60  0
  7  708 400.00  0.00 800.00  6.44  0
  8  671 380.00  0.00 800.00  4.30  1
  9  689 390.00  0.00 800.00  4.30  0
 10 1419 790.00  0.00 800.00 156.00  0
 11  634 360.00  0.00 800.00  3.00  1
 12  616 350.00  0.00 800.00  3.00  1
 13  635 360.00  0.00 800.00  4.30  0
 14  888 500.00  0.00 800.00  6.44  0
 15  580 330.00  0.00 800.00  3.00  1
 16  580 340.00  0.00 800.00  4.30  0
 17  472 270.00  0.00 800.00  3.00  1
 18  562 320.00  0.00 800.00  3.00  0
 19 1420 790.00  0.00 800.00 260.00  0
