Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6938  2.6857    -9.0087 -0.6331
      1  -2.3808  1.4215    -4.5894 -0.3878
      2  -1.2260  0.9045    -2.3503 -0.2518
      3  -0.6978  0.7393    -1.3795 -0.1373
      4  -0.4166  0.6789    -0.8926 -0.0783
      5  -0.6164  0.6966    -1.0340 -0.3583
      6  -0.5520  0.5266    -0.7957 -0.3504
      7  -0.5320  0.3889    -0.7940 -0.3572
      8  -0.5223  0.2913    -0.7931 -0.3646
      9  -0.5115  0.2169    -0.7888 -0.3648
     10  -0.5054  0.1683    -0.7857 -0.3647
     11  -0.5034  0.1369    -0.7850 -0.3658
     12  -0.5043  0.1171    -0.7850 -0.3726
     13  -0.5513  0.3915    -0.9724 -0.3443
     14  -0.5655  0.3117    -0.9786 -0.4379
     15  -0.5351  0.2534    -0.8332 -0.4137
     16  -0.5323  0.1958    -0.8270 -0.4244
     17  -0.5440  0.1564    -0.8458 -0.5387
     18  -0.5336  0.1218    -0.7925 -0.5382
     19  -0.4871  0.2567    -0.7893 -0.3180

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0071  0.1899
      1   0.1023  0.0585     0.0073  0.1899
      2   0.1027  0.0583     0.0080  0.1899
      3   0.1039  0.0577     0.0095  0.1900
      4   0.1062  0.0570     0.0115  0.1904
      5   0.1027  0.0583     0.0086  0.1900
      6   0.1121  0.0556     0.0157  0.1913
      7   0.1134  0.0547     0.0189  0.1915
      8   0.1145  0.0540     0.0214  0.1915
      9   0.1172  0.0525     0.0258  0.1918
     10   0.1202  0.0511     0.0299  0.1921
     11   0.1212  0.0505     0.0320  0.1922
     12   0.1218  0.0500     0.0336  0.1923
     13   0.0466  0.0271     0.0090  0.0949
     14   0.0502  0.0275     0.0110  0.0989
     15   0.0535  0.0283     0.0130  0.1032
     16   0.0539  0.0281     0.0140  0.1034
     17   0.0575  0.0284     0.0159  0.1074
     18   0.0604  0.0286     0.0179  0.1102
     19   0.0374  0.0175     0.0098  0.0665

