Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.1807  1.3964    -7.3095 -5.4040
      1  -6.1809  0.9267    -7.3544 -5.2867
      2  -5.6443  0.7457    -6.4082 -5.0514
      3  -5.3395  0.7406    -5.9796 -4.6453
      4  -5.1255  0.8157    -5.7585 -4.0558
      5  -4.6526  1.2577    -5.9359 -2.0300
      6  -4.0076  1.6238    -6.9682 -0.9696
      7  -4.3399  1.2403    -6.1814 -2.2308
      8  -3.8896  1.6762    -7.6528 -1.1244
      9  -3.8052  1.4221    -6.5163 -1.4420
     10  -3.7504  1.2208    -5.3798 -1.7194
     11  -3.9280  0.9703    -5.2248 -2.6469
     12  -3.6213  1.0561    -4.9973 -2.1843
     13  -3.5885  0.9116    -4.8257 -2.3228
     14  -3.7658  0.7596    -4.8708 -2.8524
     15  -3.8745  0.6577    -4.9010 -3.1393
     16  -3.7568  0.5988    -4.6873 -3.0530
     17  -3.8296  0.5277    -4.7085 -3.2285
     18  -3.7507  0.4757    -4.5641 -3.1982
     19  -3.6864  0.4335    -4.4373 -3.1748

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1006  0.0596     0.0029  0.1897
      1   0.0996  0.0601     0.0021  0.1897
      2   0.0991  0.0603     0.0015  0.1896
      3   0.0959  0.0615     0.0004  0.1893
      4   0.0856  0.0620     0.0001  0.1870
      5   0.0286  0.0299     0.0000  0.0870
      6   0.0102  0.0093     0.0000  0.0253
      7   0.0124  0.0100     0.0000  0.0281
      8   0.0065  0.0053     0.0000  0.0130
      9   0.0075  0.0050     0.0000  0.0133
     10   0.0082  0.0047     0.0000  0.0135
     11   0.0089  0.0048     0.0001  0.0143
     12   0.0081  0.0042     0.0001  0.0131
     13   0.0084  0.0040     0.0001  0.0132
     14   0.0089  0.0042     0.0003  0.0136
     15   0.0094  0.0044     0.0004  0.0141
     16   0.0099  0.0047     0.0005  0.0158
     17   0.0104  0.0048     0.0006  0.0170
     18   0.0109  0.0051     0.0006  0.0180
     19   0.0115  0.0053     0.0007  0.0187

