trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  530 300.00  0.00 800.00 10.80  0
  1  652 370.00  0.00 800.00  3.00  1
  2  707 400.00  0.00 800.00  4.30  1
  3  654 370.00  0.00 800.00  6.44  1
  4  602 340.00  0.00 800.00 10.80  0
  5  654 390.00  0.00 800.00  8.60  0
  6  654 350.00  0.00 800.00  4.30  1
  7  654 350.00  0.00 800.00  4.30  1
  8  654 380.00  0.00 800.00  4.30  1
  9  654 380.00  0.00 800.00  8.60  0
 10  654 380.00  0.00 800.00  4.30  1
 11  654 380.00  0.00 800.00  8.60  0
 12  654 350.00  0.00 800.00  4.30  1
 13  654 370.00  0.00 800.00  4.30  1
 14  654 390.00  0.00 800.00  4.30  1
 15  654 360.00  0.00 800.00  8.60  0
 16  654 390.00  0.00 800.00  8.60  0
 17  654 350.00  0.00 800.00  4.30  1
 18  654 350.00  0.00 800.00  4.30  1
 19  654 380.00  0.00 800.00  8.60  0
