Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.4229  1.7444    -9.1857 -3.9072
      1  -5.0152  1.0085    -6.5084 -3.7156
      2  -4.3506  0.7278    -5.2545 -3.5051
      3  -3.9168  0.6392    -4.5578 -3.2137
      4  -3.7290  0.5963    -4.2155 -3.0126
      5  -3.9406  0.4825    -4.3544 -3.7241
      6  -4.2702  1.7081    -8.1078 -1.2889
      7  -4.2129  1.4004    -7.3189 -1.9398
      8  -4.1712  1.1340    -6.0541 -2.5972
      9  -4.2489  0.9167    -5.5337 -3.3129
     10  -4.1604  0.7506    -5.0044 -3.4290
     11  -4.2281  0.6097    -4.9801 -3.7517
     12  -4.1648  0.5048    -4.7395 -3.7530
     13  -4.0240  0.5874    -4.6775 -3.5123
     14  -4.0600  0.4680    -4.6631 -3.7213
     15  -3.9860  0.4319    -4.4774 -3.6931
     16  -4.0123  0.3475    -4.4760 -3.7576
     17  -3.9676  0.3015    -4.4381 -3.7410
     18  -3.9890  0.2475    -4.4406 -3.8070
     19  -3.9989  0.2074    -4.4402 -3.8716

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1032  0.0585     0.0058  0.1901
      1   0.1027  0.0589     0.0049  0.1900
      2   0.1022  0.0591     0.0048  0.1900
      3   0.0996  0.0602     0.0037  0.1898
      4   0.0987  0.0605     0.0042  0.1898
      5   0.1099  0.0584     0.0067  0.1915
      6   0.0119  0.0141     0.0000  0.0372
      7   0.0144  0.0144     0.0000  0.0397
      8   0.0162  0.0143     0.0000  0.0410
      9   0.0187  0.0148     0.0001  0.0443
     10   0.0211  0.0153     0.0001  0.0471
     11   0.0236  0.0157     0.0007  0.0502
     12   0.0260  0.0162     0.0016  0.0533
     13   0.0221  0.0141     0.0008  0.0456
     14   0.0240  0.0142     0.0017  0.0473
     15   0.0253  0.0150     0.0020  0.0502
     16   0.0272  0.0150     0.0032  0.0522
     17   0.0292  0.0157     0.0043  0.0549
     18   0.0311  0.0158     0.0064  0.0572
     19   0.0325  0.0158     0.0077  0.0587

