Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.9181  2.5583    -9.0314 -1.0578
      1  -2.7486  1.3750    -4.8810 -0.8289
      2  -3.8679  0.8133    -4.9853 -2.9593
      3  -4.3894  0.6315    -5.1606 -3.9214
      4  -4.0785  0.4821    -4.6083 -3.7606
      5  -4.2460  0.4610    -4.7123 -4.0543
      6  -4.4978  0.8526    -5.7553 -4.0143
      7  -4.6067  0.8206    -5.9231 -4.2374
      8  -4.4907  0.5847    -5.0057 -4.2475
      9  -4.5199  0.4838    -4.9935 -4.3605
     10  -4.7179  0.8597    -6.0644 -4.3098
     11  -4.6317  0.6315    -5.3110 -4.3852
     12  -4.6346  0.4954    -5.2348 -4.4822
     13  -4.7429  0.5447    -5.4509 -4.5018
     14  -4.6937  0.4088    -5.2065 -4.5029
     15  -4.7470  0.3785    -5.2380 -4.5412
     16  -4.7196  0.2916    -5.1414 -4.5391
     17  -4.7457  0.2483    -5.1570 -4.6022
     18  -4.7157  0.2390    -5.0078 -4.5554
     19  -4.7334  0.1957    -5.0141 -4.6162

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1024  0.0585     0.0077  0.1899
      1   0.1023  0.0585     0.0075  0.1899
      2   0.1017  0.0588     0.0067  0.1898
      3   0.1007  0.0588     0.0063  0.1896
      4   0.1021  0.0583     0.0079  0.1898
      5   0.1036  0.0586     0.0077  0.1903
      6   0.0461  0.0386     0.0001  0.1208
      7   0.0485  0.0403     0.0001  0.1275
      8   0.0573  0.0411     0.0017  0.1359
      9   0.0636  0.0422     0.0045  0.1431
     10   0.0284  0.0213     0.0001  0.0657
     11   0.0322  0.0212     0.0005  0.0685
     12   0.0340  0.0209     0.0026  0.0698
     13   0.0293  0.0181     0.0016  0.0598
     14   0.0320  0.0179     0.0040  0.0618
     15   0.0330  0.0187     0.0043  0.0647
     16   0.0355  0.0187     0.0074  0.0670
     17   0.0377  0.0194     0.0082  0.0705
     18   0.0382  0.0192     0.0087  0.0707
     19   0.0405  0.0197     0.0100  0.0738

